,0,1,2,3,4,5,6,output
0,115,85,100,85,100,15,28,0
1,28,110,80,70,70,70,28,0
2,70,70,28,70,80,39,39,0
3,80,39,39,39,80,70,28,0
6,70,28,110,110,28,15,110,0
7,109,15,100,15,100,85,115,0
8,15,100,15,100,85,115,109,0
9,100,15,100,85,115,109,80,0
10,15,100,85,115,109,80,80,0
11,100,85,115,109,80,80,80,0
12,85,115,109,80,80,80,80,0
13,115,109,80,80,80,80,80,0
14,109,80,80,80,80,80,80,0
15,80,80,80,80,80,80,80,0
16,80,80,80,80,80,80,80,0
17,80,80,80,80,80,80,80,0
18,80,80,80,80,80,80,80,0
19,80,80,80,80,80,80,80,0
20,80,80,80,80,80,80,80,0
21,80,80,80,80,80,80,80,0
22,80,80,80,80,80,80,80,0
23,80,80,80,80,80,80,80,0
24,80,80,80,80,80,80,80,0
25,80,80,80,80,80,80,80,0
26,80,80,80,80,80,80,80,0
27,80,80,80,80,80,80,80,0
28,80,80,80,80,80,80,80,0
29,80,80,80,80,80,80,80,0
30,80,80,80,80,80,80,80,0
96,102,30,30,104,102,104,4,0
97,104,4,30,80,4,27,110,0
98,84,56,84,87,42,15,68,0
99,102,34,102,34,102,15,68,0
100,104,40,52,27,30,15,68,0
101,40,52,27,30,15,68,30,0
102,27,30,15,68,30,80,80,0
103,80,80,4,80,56,34,117,0
104,4,56,56,56,30,15,68,0
105,102,34,102,34,102,15,68,0
106,104,40,52,27,30,15,68,0
107,40,52,27,30,15,68,30,0
108,27,30,15,68,30,80,80,0
109,80,80,4,80,56,34,117,0
110,111,116,60,63,84,15,68,0
111,102,34,102,34,102,15,68,0
112,104,40,52,27,30,15,68,0
113,40,52,27,30,15,68,30,0
114,27,30,15,68,30,80,80,0
115,80,80,4,80,56,34,117,0
128,3,78,78,78,78,78,34,0
129,78,78,78,78,78,34,34,0
134,25,90,12,64,36,12,64,0
135,12,64,36,12,64,117,80,0
152,76,86,110,76,39,4,28,0
165,57,107,104,52,57,27,104,0
166,104,52,57,27,104,110,80,0
167,57,107,104,52,57,27,104,0
168,104,52,57,27,104,110,80,0
169,57,107,104,52,57,27,104,0
170,104,52,57,27,104,110,80,0
178,94,100,29,115,12,94,100,0
240,100,15,76,28,15,76,28,0
241,28,15,76,28,110,80,86,0
242,86,70,66,11,86,70,66,0
