,0,1,2,3,4,5,6,output
4,15,107,57,104,107,30,104,0
5,30,104,102,104,4,30,80,0
6,68,30,80,30,4,104,40,0
7,68,30,80,30,4,104,40,0
9,68,30,80,30,4,104,40,0
22,97,54,50,0,119,0,85,0
58,57,107,52,57,107,104,52,0
59,57,107,52,57,107,104,52,0
60,57,107,52,57,107,104,52,0
121,110,76,94,76,110,86,110,0
122,110,86,110,110,27,10,31,0
143,104,3,49,104,3,49,3,0
144,49,104,3,49,3,31,27,0
145,27,3,31,50,3,31,24,0
146,97,97,3,97,81,97,104,0
147,85,31,102,57,3,31,24,0
150,85,104,15,50,31,72,102,0
151,50,31,72,102,31,27,102,0
215,76,34,80,110,3,81,52,0
216,31,31,85,103,109,40,85,0
218,26,52,81,81,81,81,52,0
