,0,1,2,3,4,5,6,output
55,81,49,78,24,72,78,103,0
56,81,49,78,24,72,78,103,0
61,67,67,67,67,58,58,103,0
62,58,58,103,5,50,58,103,0
63,67,67,67,67,67,67,5,0
64,5,5,50,2,58,58,103,0
65,67,67,67,67,58,58,103,0
66,58,58,103,5,50,58,103,0
67,67,67,67,67,67,67,5,0
68,5,5,50,2,58,58,103,0
69,67,67,67,67,58,58,103,0
70,58,58,103,5,50,58,103,0
71,67,67,67,67,67,67,5,0
72,5,5,50,2,58,58,103,0
99,67,67,67,67,58,58,103,0
100,58,58,103,5,50,58,103,0
101,67,67,67,67,67,67,5,0
102,5,5,50,2,58,58,103,0
103,67,67,67,67,58,58,103,0
104,58,58,103,5,50,58,103,0
105,67,67,67,67,67,67,5,0
106,50,2,58,58,103,5,5,0
107,5,5,50,2,58,58,103,0
112,67,67,67,67,58,58,103,0
113,58,58,103,5,50,58,103,0
114,67,67,67,67,67,67,5,0
115,5,5,50,2,58,58,103,0
116,67,67,67,67,58,58,103,0
117,58,58,103,5,50,58,103,0
118,67,67,67,67,67,67,5,0
119,5,5,50,2,58,58,103,0
120,67,67,67,67,58,58,103,0
121,58,58,103,5,50,58,103,0
122,67,67,67,67,67,67,5,0
123,5,5,50,2,58,58,103,0
148,67,67,67,67,58,58,103,0
149,58,58,103,5,50,58,103,0
150,67,67,67,67,67,67,5,0
151,5,5,50,2,58,58,103,0
152,67,67,67,67,58,58,103,0
153,58,58,103,5,50,58,103,0
154,67,67,67,67,67,67,5,0
155,50,2,58,58,103,5,5,0
156,5,5,50,2,58,58,103,0
157,119,119,54,119,55,119,54,0
158,55,119,54,119,50,2,0,0
159,119,119,54,119,55,119,54,0
160,55,119,54,119,50,2,0,0
161,119,119,54,119,55,119,54,0
162,55,119,54,119,50,2,0,0
163,22,119,119,54,119,55,119,0
164,44,85,31,26,72,103,97,0
165,100,22,22,119,22,97,97,0
166,72,31,72,103,54,103,54,0
167,72,103,54,103,54,5,50,0
168,54,103,54,5,50,5,50,0
169,54,5,50,5,50,5,50,0
170,50,44,0,119,0,0,22,0
171,119,119,0,0,119,119,0,0
172,119,0,0,119,119,0,22,0
173,44,85,31,26,72,103,97,0
174,100,22,22,119,22,97,97,0
175,116,60,0,119,0,0,22,0
176,119,119,0,0,119,119,0,0
177,119,0,0,119,119,0,22,0
178,119,119,54,119,55,119,54,0
179,55,119,54,119,50,2,0,0
180,119,119,54,119,55,119,54,0
181,55,119,54,119,50,2,0,0
182,119,119,54,119,55,119,54,0
183,55,119,54,119,50,2,0,0
184,22,119,119,54,119,55,119,0
185,44,85,31,26,72,103,97,0
186,110,22,22,119,22,97,97,0
187,21,7,0,119,0,0,22,0
188,119,119,0,0,119,119,0,0
189,119,0,0,119,119,0,22,0
190,110,110,110,104,107,57,52,0
191,107,57,52,81,50,54,22,0
192,50,54,22,22,50,54,22,0
193,50,54,22,22,50,54,22,0
194,85,94,85,85,85,94,85,0
195,94,85,85,85,94,85,85,0
196,85,85,85,94,85,85,50,0
197,85,85,94,85,85,50,50,0
198,85,94,85,85,50,50,50,0
199,94,85,85,50,50,50,50,0
200,22,22,22,22,22,22,22,0
201,22,22,22,22,22,22,22,0
202,22,22,22,22,22,22,50,0
203,22,22,22,22,22,50,50,0
204,22,22,22,22,50,50,50,0
205,22,22,22,50,50,50,50,0
206,22,22,22,22,22,22,22,0
207,22,22,22,22,50,119,22,0
208,50,119,22,22,50,119,22,0
209,50,119,22,22,50,119,22,0
210,22,22,22,22,22,22,22,0
211,22,22,22,22,22,22,22,0
212,22,22,22,22,22,22,50,0
213,22,22,22,22,22,50,50,0
214,22,22,22,22,50,50,50,0
215,22,22,22,50,50,50,50,0
216,22,22,22,22,22,22,22,0
217,22,22,22,22,22,22,22,0
218,22,22,22,22,22,22,50,0
219,22,22,22,22,22,50,50,0
220,22,22,22,22,50,50,50,0
221,22,22,22,50,50,50,50,0
222,22,22,22,22,22,22,22,0
223,22,22,22,22,22,22,22,0
224,22,22,22,22,22,22,50,0
225,22,22,22,22,22,50,50,0
226,22,22,22,22,50,50,50,0
227,22,22,22,50,50,50,50,0
228,115,115,115,115,115,115,115,0
229,115,115,115,115,115,115,115,0
230,115,115,115,115,115,115,50,0
231,115,115,115,115,115,50,50,0
232,115,115,115,115,50,50,50,0
233,115,115,115,50,50,50,50,0
234,22,22,22,22,22,22,22,0
235,22,22,22,22,22,22,22,0
236,22,22,22,22,22,22,50,0
237,22,22,22,22,22,50,50,0
238,22,22,22,22,50,50,50,0
239,22,22,22,50,50,50,50,0
240,22,22,22,22,22,22,22,0
241,22,22,22,22,50,119,22,0
242,50,119,22,22,50,119,22,0
243,50,119,22,22,50,119,22,0
244,22,22,22,22,22,22,22,0
245,22,22,22,22,22,22,22,0
246,22,22,22,22,22,22,50,0
247,22,22,22,22,22,50,50,0
248,22,22,22,22,50,50,50,0
249,22,22,22,50,50,50,50,0
250,22,22,22,22,22,22,22,0
251,22,22,22,22,22,22,22,0
252,22,22,22,22,22,22,50,0
253,22,22,22,22,22,50,50,0
254,22,22,22,22,50,50,50,0
255,22,22,22,50,50,50,50,0
256,22,22,22,22,22,22,22,0
257,22,22,22,22,22,22,22,0
258,22,22,22,22,22,22,50,0
259,22,22,22,22,22,50,50,0
260,22,22,22,22,50,50,50,0
261,109,115,115,115,115,115,115,0
262,115,115,115,115,115,115,43,0
