,0,1,2,3,4,5,6,output
3,35,82,35,43,97,0,2,1
4,39,39,34,110,15,81,49,0
5,3,10,3,3,15,81,49,0
6,22,22,22,22,22,22,8,1
7,22,22,22,22,35,35,29,1
8,22,22,22,22,22,22,8,1
9,22,22,22,22,22,22,8,1
10,22,22,22,22,35,35,29,1
11,22,22,22,22,22,22,8,1
12,22,22,22,22,35,35,29,1
13,22,22,22,22,35,35,29,1
14,22,22,22,22,35,35,29,1
15,22,22,22,22,35,35,29,1
16,50,2,58,58,103,5,50,1
17,5,50,8,106,29,115,37,1
18,0,0,0,0,0,47,8,1
19,0,0,0,0,0,47,8,1
20,0,0,0,0,0,47,8,1
21,0,0,0,0,0,47,8,1
22,22,22,22,22,22,22,8,1
23,22,22,22,22,35,35,29,1
24,22,22,22,22,22,22,8,1
25,22,22,22,22,22,22,8,1
26,22,22,22,22,35,35,29,1
27,22,22,22,22,22,22,8,1
28,22,22,22,22,35,35,29,1
29,22,22,22,22,35,35,29,1
30,22,22,22,22,22,22,8,1
31,22,22,22,22,35,35,29,1
32,22,22,22,22,22,22,8,1
33,22,22,22,22,22,22,8,1
34,22,22,22,22,35,35,29,1
35,22,22,22,22,22,22,8,1
36,22,22,22,22,35,35,29,1
37,22,22,22,22,35,35,29,1
38,22,22,22,22,35,35,29,1
39,22,22,22,22,35,35,29,1
40,50,2,58,58,103,5,50,1
41,5,50,8,106,29,115,37,1
42,0,0,0,0,0,47,8,1
43,0,0,0,0,0,47,8,1
44,0,0,0,0,0,47,8,1
45,0,0,0,0,0,47,8,1
46,0,0,0,0,0,47,8,1
47,0,0,0,0,0,47,8,1
48,0,0,0,0,0,47,8,1
49,0,0,0,0,0,47,8,1
50,93,93,12,115,35,35,29,1
51,22,22,22,22,22,22,8,1
52,22,22,22,22,35,35,29,1
53,22,22,22,22,22,22,8,1
54,22,22,22,22,22,22,8,1
55,22,22,22,22,35,35,29,1
56,22,22,22,22,22,22,8,1
57,22,22,22,22,35,35,29,1
58,22,22,22,22,35,35,29,1
60,16,60,65,16,60,52,22,0
61,3,49,104,3,49,3,31,0
62,27,24,27,3,31,50,3,0
63,15,109,85,72,40,5,72,0
64,102,52,31,49,31,103,58,0
65,3,3,81,81,3,3,26,0
66,3,3,81,81,3,3,26,0
67,100,110,85,31,102,57,3,0
68,2,47,14,2,47,55,2,1
69,2,8,14,2,8,55,2,1
70,2,88,14,2,88,55,2,1
71,2,14,88,2,14,55,2,1
72,2,55,88,2,55,14,2,1
73,80,2,55,34,2,55,86,1
74,34,2,55,86,2,106,47,1
75,86,2,106,47,2,106,8,1
76,47,2,106,8,2,106,88,1
77,8,2,106,88,2,106,14,1
78,88,2,106,14,2,106,55,1
79,14,2,106,55,2,106,62,1
80,55,2,106,62,2,106,18,1
81,62,2,106,18,2,106,29,1
82,18,2,106,29,2,106,109,1
83,29,2,106,109,2,106,37,1
84,109,2,106,37,2,106,115,1
85,37,2,106,115,2,106,9,1
86,115,2,106,9,2,106,12,1
87,9,2,106,12,2,106,40,1
88,12,2,106,40,2,106,94,1
89,40,2,106,94,2,106,100,1
90,94,2,106,100,2,106,64,1
91,106,100,2,106,64,2,106,1
92,106,64,2,106,2,106,68,1
93,106,2,106,68,2,106,76,1
94,68,2,106,76,2,106,28,1
95,76,2,106,28,2,106,117,1
96,28,2,106,117,2,106,110,1
97,117,2,106,110,2,106,4,1
98,110,2,106,4,2,106,80,1
99,4,2,106,80,2,106,34,1
100,2,62,14,2,62,55,2,1
101,2,18,14,2,18,55,2,1
102,2,29,14,2,29,55,2,1
103,2,109,14,2,109,55,2,1
104,2,37,14,2,37,55,2,1
105,2,115,14,2,115,55,2,1
106,2,9,14,2,9,55,2,1
107,2,12,14,2,12,55,2,1
108,2,40,14,2,40,55,2,1
109,2,94,14,2,94,55,2,1
110,2,100,14,2,100,55,2,1
111,2,64,14,2,64,55,2,1
112,8,2,88,2,14,2,55,1
113,2,68,14,2,68,55,2,1
114,2,76,14,2,76,55,2,1
115,2,28,14,2,28,55,2,1
116,2,117,14,2,117,55,2,1
117,2,110,14,2,110,55,2,1
118,2,4,14,2,4,55,2,1
119,2,80,14,2,80,55,2,1
120,2,34,14,2,34,55,2,1
121,2,86,14,2,86,55,2,1
