,0,1,2,3,4,5,6,output
0,94,54,68,54,72,37,104,1
1,94,54,68,54,72,37,104,1
2,94,54,68,54,72,37,104,1
3,94,54,68,54,72,37,104,1
4,3,52,68,28,38,28,68,0
5,49,10,15,28,87,28,15,0
6,31,81,15,68,70,68,15,0
7,49,10,15,28,87,28,15,0
8,10,49,10,102,15,76,102,0
9,3,52,68,28,38,28,68,0
10,49,10,15,28,87,28,15,0
11,31,81,15,68,70,68,15,0
12,49,10,15,28,87,28,15,0
13,10,49,10,102,15,76,102,0
14,80,80,39,39,34,110,15,0
15,3,28,3,10,3,3,15,0
16,22,22,22,22,22,12,35,1
17,22,22,22,22,22,12,35,1
18,22,22,22,22,22,12,35,1
19,22,22,22,22,22,12,35,1
20,22,22,22,22,22,12,35,1
21,22,22,22,22,22,12,35,1
22,36,66,64,66,64,12,64,1
23,12,64,12,9,36,66,64,1
24,64,12,9,36,66,64,12,1
25,9,36,66,64,12,9,9,1
27,22,22,22,22,22,12,35,1
28,22,22,22,22,22,12,35,1
29,22,22,22,22,22,12,35,1
30,22,22,22,22,22,12,35,1
31,22,22,22,22,22,12,35,1
32,22,22,22,22,22,12,35,1
33,22,22,22,22,22,12,35,1
34,22,22,22,22,22,12,35,1
35,22,22,22,22,22,12,35,1
36,22,22,22,22,22,12,35,1
37,22,22,22,22,22,12,35,1
38,22,22,22,22,22,12,35,1
39,22,22,22,22,22,12,35,1
40,22,22,22,22,22,12,35,1
41,104,52,67,73,2,119,54,0
42,2,119,54,72,49,3,57,0
43,52,72,40,55,72,119,72,0
44,55,72,119,72,54,49,72,0
45,54,49,72,3,49,57,3,0
46,3,49,57,3,57,49,3,0
47,85,30,3,85,30,3,85,0
48,85,30,3,85,3,49,104,0
49,85,3,49,104,3,49,104,0
50,104,3,49,104,3,49,104,0
51,104,3,49,104,3,49,104,0
52,104,10,52,52,10,72,109,0
53,10,72,109,72,49,102,52,0
54,52,10,31,107,119,54,72,0
55,58,22,72,22,72,22,109,0
56,22,72,22,109,54,49,109,0
57,54,49,109,3,49,57,3,0
58,3,49,57,3,57,49,3,0
59,3,109,49,54,109,22,72,0
60,54,109,22,72,54,49,72,0
61,22,72,54,49,72,3,49,0
62,54,49,72,3,49,3,49,0
63,3,49,3,49,3,49,3,0
64,80,76,39,117,118,11,38,0
65,2,47,37,2,47,115,2,1
66,2,8,37,2,8,115,2,1
67,2,88,37,2,88,115,2,1
68,2,14,37,2,14,115,2,1
69,2,55,37,2,55,115,2,1
70,2,106,37,2,106,115,2,1
71,2,62,37,2,62,115,2,1
72,2,18,37,2,18,115,2,1
73,2,29,37,2,29,115,2,1
74,2,109,37,2,109,115,2,1
75,2,37,109,2,37,115,2,1
76,2,115,109,2,115,37,2,1
77,80,2,115,34,2,115,86,1
78,34,2,115,86,2,9,47,1
79,86,2,9,47,2,9,8,1
80,47,2,9,8,2,9,88,1
81,8,2,9,88,2,9,14,1
82,88,2,9,14,2,9,55,1
83,14,2,9,55,2,9,106,1
84,55,2,9,106,2,9,62,1
85,106,2,9,62,2,9,18,1
86,62,2,9,18,2,9,29,1
87,18,2,9,29,2,9,109,1
88,29,2,9,109,2,9,37,1
89,109,2,9,37,2,9,115,1
90,37,2,9,115,2,9,12,1
91,115,2,9,12,2,9,40,1
92,12,2,9,40,2,9,94,1
93,40,2,9,94,2,9,100,1
94,94,2,9,100,2,9,64,1
95,9,100,2,9,64,2,9,1
96,9,64,2,9,2,9,68,1
97,9,2,9,68,2,9,76,1
98,68,2,9,76,2,9,28,1
99,76,2,9,28,2,9,117,1
100,28,2,9,117,2,9,110,1
101,117,2,9,110,2,9,4,1
102,110,2,9,4,2,9,80,1
103,4,2,9,80,2,9,34,1
104,2,12,37,2,12,115,2,1
105,2,40,37,2,40,115,2,1
106,2,94,37,2,94,115,2,1
107,2,100,37,2,100,115,2,1
108,2,64,37,2,64,115,2,1
109,29,2,109,2,37,2,115,1
110,2,68,37,2,68,115,2,1
111,2,76,37,2,76,115,2,1
112,2,28,37,2,28,115,2,1
113,2,117,37,2,117,115,2,1
114,2,110,37,2,110,115,2,1
115,2,4,37,2,4,115,2,1
116,2,80,37,2,80,115,2,1
117,2,34,37,2,34,115,2,1
118,2,86,37,2,86,115,2,1
119,18,109,54,5,119,72,109,1
