,0,1,2,3,4,5,6,output
0,80,80,80,80,80,80,80,0
1,60,65,60,95,1,95,95,0
2,60,95,1,95,95,95,16,0
3,60,65,65,33,65,60,95,0
4,84,87,42,118,42,42,118,0
5,63,56,63,111,63,116,111,0
6,63,111,63,116,111,21,16,0
7,63,116,111,21,16,111,16,0
8,113,25,121,42,122,92,46,0
9,92,46,17,16,111,111,111,0
14,34,117,11,86,70,63,39,0
15,38,60,11,84,111,63,46,0
17,66,66,66,70,66,66,65,0
18,66,70,66,66,65,111,16,0
19,65,111,16,95,16,111,65,0
20,16,95,16,111,65,65,16,0
21,16,111,65,65,16,65,16,0
22,95,95,95,122,122,92,46,0
23,95,122,122,92,46,95,16,0
24,122,92,46,95,16,65,16,0
25,46,95,16,65,16,65,16,0
26,16,65,16,65,16,65,16,0
27,16,65,16,65,16,65,16,0
28,65,41,65,41,65,33,65,0
29,111,33,111,33,111,33,111,0
30,113,25,121,42,122,92,46,0
33,1,46,38,70,38,46,1,0
34,70,38,46,1,95,16,95,0
35,46,1,95,16,95,60,16,0
36,16,60,16,95,1,95,1,0
37,1,95,1,46,16,65,33,0
38,1,46,16,65,33,60,16,0
39,65,33,60,16,60,16,95,0
41,36,92,92,122,114,46,1,0
42,92,92,122,114,46,1,95,0
43,1,95,16,16,95,1,1,0
44,16,65,33,65,60,65,65,0
45,29,115,12,94,100,76,80,0
46,76,28,76,66,28,76,70,0
47,76,66,28,76,70,39,16,0
48,98,65,11,46,122,25,43,0
49,46,122,25,43,65,16,60,0
50,16,60,65,122,92,46,1,0
51,65,122,92,46,1,95,16,0
52,46,1,95,16,60,16,1,0
53,92,46,1,122,92,46,1,0
54,122,92,46,1,95,16,60,0
55,1,95,16,60,65,16,1,0
56,46,1,1,1,1,46,1,0
57,1,46,1,95,16,60,65,0
58,95,23,95,1,46,1,1,0
59,3,38,3,70,61,36,70,0
60,3,70,61,36,70,39,16,0
61,70,39,16,65,16,1,122,0
62,1,92,1,60,33,60,33,0
63,60,33,60,33,65,16,60,0
64,16,60,65,122,92,46,1,0
65,65,122,92,46,1,95,16,0
66,46,1,95,16,60,16,1,0
67,92,46,1,122,92,46,1,0
68,122,92,46,1,95,16,60,0
69,1,95,16,60,65,16,1,0
70,39,80,86,39,11,86,39,0
71,39,11,16,39,70,36,70,0
72,16,39,70,36,70,39,16,0
73,16,39,16,39,70,36,70,0
74,11,86,70,66,70,86,11,0
75,39,80,28,100,28,80,39,0
76,28,80,39,80,16,39,70,0
77,39,70,36,60,39,70,36,0
78,25,121,114,122,92,46,1,0
79,60,65,65,122,92,46,1,0
80,65,122,92,46,1,95,16,0
81,46,1,95,16,60,16,1,0
82,1,95,16,60,16,1,95,0
83,65,33,41,41,41,41,33,0
84,41,41,33,65,16,65,33,0
85,33,65,16,65,33,65,16,0
88,25,75,101,96,101,96,43,0
89,96,101,96,43,65,16,60,0
90,60,65,16,60,116,116,60,0
92,65,99,21,95,1,65,65,0
93,1,65,65,60,16,60,65,0
94,12,19,115,1,65,65,65,0
95,19,115,1,65,65,65,60,0
96,115,1,65,65,65,60,16,0
97,65,65,65,60,16,16,16,0
98,43,1,65,65,65,60,65,0
99,41,65,65,33,65,65,60,0
100,65,65,33,65,65,60,60,0
101,40,94,122,1,65,65,65,0
102,94,122,1,65,65,65,60,0
103,122,1,65,65,65,60,16,0
104,65,65,65,60,16,16,16,0
105,55,55,55,114,57,76,28,0
106,114,57,76,28,65,16,60,0
107,44,50,119,73,55,73,44,0
108,73,55,73,44,65,16,60,0
109,28,76,28,70,38,84,11,0
110,70,38,84,11,60,16,11,0
111,60,16,11,60,16,1,65,0
112,62,11,11,39,70,36,70,0
113,11,11,39,70,36,70,39,0
114,11,39,70,36,70,39,16,0
115,34,34,34,34,34,34,80,0
