,0,1,2,3,4,5,6,output
0,67,67,67,67,67,58,58,0
1,67,58,58,103,5,50,58,0
2,67,67,67,67,67,67,67,0
3,67,67,67,67,67,67,67,0
4,67,5,5,50,2,58,58,0
5,67,67,67,67,67,58,58,0
6,67,58,58,103,5,50,58,0
7,67,67,67,67,67,67,67,0
8,67,67,67,67,67,67,67,0
9,67,5,5,50,2,58,58,0
10,67,67,67,67,67,58,58,0
11,67,58,58,103,5,50,58,0
12,67,67,67,67,67,67,67,0
13,67,67,67,67,67,67,67,0
14,67,5,5,50,2,58,58,0
29,67,67,67,67,67,58,58,0
30,67,58,58,103,5,50,58,0
31,67,67,67,67,67,67,67,0
32,67,67,67,67,67,67,67,0
33,67,5,5,50,2,58,58,0
34,67,67,67,67,67,58,58,0
35,67,58,58,103,5,50,58,0
36,67,67,67,67,67,67,67,0
37,67,67,67,67,67,67,67,0
38,67,5,5,50,2,58,58,0
39,5,5,50,2,58,58,103,0
40,5,50,2,58,58,103,5,0
41,5,5,5,50,2,58,58,0
42,67,67,67,67,67,58,58,0
43,67,58,58,103,5,50,58,0
44,67,67,67,67,67,67,67,0
45,67,67,67,67,67,67,67,0
46,67,5,5,50,2,58,58,0
47,67,67,67,67,67,58,58,0
48,67,58,58,103,5,50,58,0
49,67,67,67,67,67,67,67,0
50,67,67,67,67,67,67,67,0
51,67,5,5,50,2,58,58,0
52,67,67,67,67,67,58,58,0
53,67,58,58,103,5,50,58,0
54,67,67,67,67,67,67,67,0
55,67,67,67,67,67,67,67,0
56,67,5,5,50,2,58,58,0
66,67,67,67,67,67,58,58,0
67,67,58,58,103,5,50,58,0
68,67,67,67,67,67,67,67,0
69,67,67,67,67,67,67,67,0
70,67,5,5,50,2,58,58,0
71,67,67,67,67,67,58,58,0
72,67,58,58,103,5,50,58,0
73,67,67,67,67,67,67,67,0
74,67,67,67,67,67,67,67,0
75,67,5,5,50,2,58,58,0
76,5,5,50,2,58,58,103,0
77,5,50,2,58,58,103,5,0
78,5,5,5,50,2,58,58,0
79,31,72,31,72,103,54,103,0
80,31,72,103,54,103,54,5,0
81,103,54,103,54,5,50,5,0
82,103,54,5,50,5,50,5,0
83,44,44,44,67,67,67,67,0
84,44,44,67,67,67,67,67,0
85,44,67,67,67,67,67,5,0
86,67,67,67,67,67,5,5,0
87,67,67,67,67,5,5,5,0
88,44,44,44,67,67,67,67,0
89,44,44,67,67,67,67,67,0
90,44,67,67,67,67,67,5,0
91,67,67,67,67,67,5,5,0
92,67,67,67,67,5,5,5,0
93,44,44,44,67,67,67,67,0
94,44,44,67,67,67,67,67,0
95,44,67,67,67,67,67,5,0
96,67,67,67,67,67,5,5,0
97,67,67,67,67,5,5,5,0
98,44,44,44,67,67,67,67,0
99,44,44,67,67,67,67,67,0
100,44,67,67,67,67,67,5,0
101,67,67,67,67,67,5,5,0
102,67,67,67,67,5,5,5,0
103,44,44,44,67,67,67,67,0
104,44,44,67,67,67,67,67,0
105,44,67,67,67,67,67,5,0
106,67,67,67,67,67,5,5,0
107,67,67,67,67,5,5,5,0
108,44,44,44,67,67,67,67,0
109,44,44,67,67,67,67,67,0
110,44,67,67,67,67,67,5,0
111,67,67,67,67,67,5,5,0
112,67,67,67,67,5,5,5,0
113,44,44,44,67,67,67,67,0
114,44,44,67,67,67,67,67,0
115,44,67,67,67,67,67,5,0
116,67,67,67,67,67,5,5,0
117,67,67,67,67,5,5,5,0
118,65,16,60,52,22,103,24,0
119,54,72,49,3,57,3,49,0
120,49,3,72,49,54,72,67,0
121,31,57,3,57,31,3,58,0
122,15,85,72,52,85,72,52,0
123,52,85,72,52,85,5,15,0
124,52,85,5,15,85,5,15,0
125,15,85,5,15,85,5,52,0
126,102,15,30,15,109,85,72,0
127,115,110,80,100,100,94,115,0
128,49,31,103,58,103,24,58,0
129,103,24,58,26,5,3,58,0
130,5,3,58,57,5,3,58,0
131,26,72,3,26,72,73,50,0
132,30,102,40,30,102,40,30,0
133,49,3,72,49,54,72,22,0
134,31,57,3,57,31,3,58,0
136,47,2,2,73,55,55,55,0
137,2,73,55,55,55,55,5,0
192,31,44,31,15,104,81,3,0
193,31,44,31,15,104,81,3,0
194,40,115,40,15,40,109,72,0
195,31,44,31,15,104,81,3,0
198,72,72,72,72,119,73,44,0
199,55,55,55,62,119,73,44,0
200,76,76,76,119,67,119,67,0
201,5,119,67,119,67,119,67,0
202,5,119,67,119,67,119,67,0
203,5,119,67,119,67,119,67,0
204,119,67,54,5,119,67,109,0
205,67,109,54,5,119,67,119,0
206,119,67,119,54,5,67,119,0
207,18,2,47,29,18,67,119,0
208,18,67,119,54,5,67,119,0
209,119,119,119,119,54,54,54,0
210,119,119,119,54,54,54,54,0
