,0,1,2,3,4,5,6,output
0,15,15,15,15,15,15,100,1
1,15,15,15,15,15,100,3,1
2,15,15,15,15,100,3,8,1
3,8,8,55,62,85,85,109,1
4,62,8,85,85,109,115,109,1
5,100,100,85,85,115,62,2,1
6,100,100,85,85,115,109,109,1
7,100,85,85,115,109,109,62,1
8,85,85,115,109,109,62,8,1
9,85,115,109,109,62,8,8,1
10,115,109,109,62,8,8,8,1
11,109,109,62,8,8,8,8,1
12,109,62,8,8,8,8,8,1
13,115,109,62,55,62,109,109,1
14,109,62,55,62,109,109,62,1
15,62,55,62,109,109,62,8,1
16,55,62,109,109,62,8,8,1
17,109,55,62,115,109,62,55,1
18,100,100,85,85,115,109,109,1
19,100,85,85,115,109,109,62,1
20,85,85,115,109,109,62,8,1
21,85,115,109,109,62,8,8,1
22,8,8,8,8,55,55,55,1
23,8,8,8,55,55,55,62,1
24,8,8,55,55,55,62,8,1
25,62,62,62,62,62,55,55,1
26,62,62,62,62,55,55,62,1
27,62,62,62,55,55,62,8,1
28,55,55,62,8,8,8,2,1
29,55,62,55,62,109,62,62,1
30,85,85,115,115,109,62,2,1
31,2,47,8,55,62,62,109,1
32,109,109,62,55,62,62,62,1
33,109,62,55,62,62,62,55,1
34,62,62,62,55,8,8,55,1
35,62,62,55,8,8,55,62,1
36,62,55,8,8,55,62,8,1
37,55,8,8,55,62,8,8,1
38,8,8,55,62,8,8,8,1
39,8,55,62,8,8,8,8,1
40,55,62,8,8,8,8,8,1
41,55,109,55,62,2,2,2,1
42,62,85,100,85,85,115,115,1
43,100,85,85,115,115,109,8,1
44,62,62,62,62,62,62,62,1
45,55,62,109,115,109,62,55,1
46,55,62,109,109,62,62,55,1
47,62,109,109,62,62,55,55,1
48,62,62,55,55,8,8,2,1
49,62,109,62,62,55,62,109,1
50,109,62,62,55,62,109,109,1
51,62,62,55,62,109,109,8,1
52,62,55,62,109,109,8,8,1
53,62,109,109,8,8,8,8,1
54,55,8,55,62,62,62,62,1
55,81,49,78,24,72,78,103,0
56,81,49,78,24,72,78,103,0
57,22,22,22,22,22,22,22,1
58,22,22,22,22,22,22,22,1
59,22,22,22,22,22,22,22,1
60,22,22,22,22,22,22,22,1
61,67,67,67,67,58,58,103,0
62,58,58,103,5,50,58,103,0
63,67,67,67,67,67,67,5,0
64,5,5,50,2,58,58,103,0
65,67,67,67,67,58,58,103,0
66,58,58,103,5,50,58,103,0
67,67,67,67,67,67,67,5,0
68,5,5,50,2,58,58,103,0
69,67,67,67,67,58,58,103,0
70,58,58,103,5,50,58,103,0
71,67,67,67,67,67,67,5,0
72,5,5,50,2,58,58,103,0
73,5,50,2,58,58,103,5,1
