,0,1,2,3,4,5,6,output
0,55,62,62,109,62,8,55,0
1,62,62,109,62,8,55,55,0
2,112,22,112,112,32,112,82,1
3,114,66,70,114,38,70,114,0
4,66,70,114,38,70,114,66,0
5,70,114,66,54,54,30,102,0
6,66,54,54,30,102,94,54,0
7,72,37,104,104,9,81,81,0
8,37,104,104,9,81,81,81,0
9,81,81,81,54,54,30,102,0
10,81,54,54,30,102,94,54,0
11,72,37,104,104,9,81,81,0
12,37,104,104,9,81,81,81,0
13,81,81,81,54,54,30,102,0
14,81,54,54,30,102,94,54,0
15,72,37,104,104,9,81,81,0
16,37,104,104,9,81,81,81,0
17,81,81,81,54,54,30,102,0
18,81,54,54,30,102,94,54,0
19,57,57,102,57,57,57,57,0
20,57,102,57,57,57,57,102,0
21,57,57,102,54,54,30,102,0
22,102,54,54,30,102,94,54,0
23,72,37,104,104,9,81,81,0
24,37,104,104,9,81,81,81,0
25,81,81,81,54,54,30,102,0
26,81,54,54,30,102,94,54,0
27,15,81,49,78,24,72,78,0
28,15,81,49,78,24,72,78,0
29,103,5,50,8,106,29,115,0
30,0,0,0,0,0,0,47,0
31,0,0,0,0,0,0,47,0
32,0,0,0,0,0,0,47,0
33,0,0,0,0,0,0,47,0
34,103,5,50,8,106,29,115,0
35,0,0,0,0,0,0,47,0
36,0,0,0,0,0,0,47,0
37,0,0,0,0,0,0,47,0
38,0,0,0,0,0,0,47,0
39,0,0,0,0,0,0,47,0
40,0,0,0,0,0,0,47,0
41,0,0,0,0,0,0,47,0
42,0,0,0,0,0,0,47,0
43,58,103,5,50,110,110,119,0
44,110,110,119,119,54,119,55,0
45,0,2,50,2,0,22,119,0
46,0,22,119,119,54,119,55,0
47,0,2,50,2,0,22,119,0
48,0,22,119,119,54,119,55,0
49,0,2,50,2,0,22,119,0
50,0,22,119,119,54,119,55,0
51,44,44,85,31,26,72,103,0
52,100,100,22,22,119,22,97,0
53,10,40,85,31,72,31,72,0
54,85,31,72,31,72,103,54,0
55,44,44,85,31,26,72,103,0
56,100,100,22,22,119,22,97,0
57,22,44,0,22,22,22,119,0
58,22,22,119,119,54,119,55,0
59,0,2,50,2,0,22,119,0
60,0,22,119,119,54,119,55,0
61,0,2,50,2,0,22,119,0
62,0,22,119,119,54,119,55,0
63,0,2,50,2,0,22,119,0
64,0,22,119,119,54,119,55,0
65,44,44,85,31,26,72,103,0
66,15,110,22,22,119,22,97,0
67,119,0,22,50,50,119,22,1
68,110,110,104,107,57,52,81,0
69,57,52,81,50,54,22,22,0
70,54,22,22,50,54,22,22,0
71,54,22,22,50,54,22,22,0
72,72,72,72,22,50,103,85,0
73,50,103,85,50,54,22,22,0
74,54,22,22,50,54,22,22,0
75,54,22,22,50,54,22,22,0
76,12,115,109,100,94,115,62,0
77,104,110,104,52,67,73,2,0
78,50,26,72,50,72,73,119,0
79,26,72,26,72,57,3,26,0
80,40,52,72,40,55,72,119,0
81,49,57,3,57,49,3,72,0
82,15,85,5,52,85,5,52,0
83,52,85,5,52,85,54,15,0
84,52,85,54,15,85,54,15,0
85,15,85,54,15,85,54,52,0
86,15,85,54,52,85,54,52,0
87,52,85,54,52,85,54,15,0
88,52,85,54,15,85,54,15,0
89,15,85,54,15,85,54,68,0
90,44,103,31,52,10,31,107,0
91,72,3,26,57,72,109,119,0
92,26,72,3,26,3,26,72,0
93,26,3,26,72,73,54,119,0
94,54,26,72,3,57,3,26,0
95,57,3,26,72,54,119,119,0
96,54,119,119,72,54,26,72,0
97,94,110,110,15,94,110,15,0
98,22,58,22,72,22,72,22,0
99,49,57,3,57,49,3,109,0
100,49,3,109,49,54,109,22,0
101,49,3,49,3,49,3,72,0
102,2,47,8,2,47,88,2,1
103,2,8,47,2,8,88,2,1
104,2,88,47,2,88,8,2,1
105,80,2,88,34,2,88,86,1
106,34,2,88,86,2,14,47,1
107,86,2,14,47,2,14,8,1
108,47,2,14,8,2,14,88,1
109,8,2,14,88,2,14,55,1
110,88,2,14,55,2,14,106,1
111,55,2,14,106,2,14,62,1
112,106,2,14,62,2,14,18,1
113,62,2,14,18,2,14,29,1
114,18,2,14,29,2,14,109,1
115,29,2,14,109,2,14,37,1
116,109,2,14,37,2,14,115,1
117,37,2,14,115,2,14,9,1
118,115,2,14,9,2,14,12,1
119,9,2,14,12,2,14,40,1
120,12,2,14,40,2,14,94,1
121,40,2,14,94,2,14,100,1
122,94,2,14,100,2,14,64,1
