,0,1,2,3,4,5,6,output
0,28,70,80,28,70,66,114,0
1,80,80,80,80,80,80,95,0
2,60,65,65,91,91,120,65,0
3,65,91,91,120,65,65,60,0
4,65,65,60,65,60,65,65,0
5,60,65,65,65,60,65,65,0
6,65,65,60,65,65,65,60,0
7,65,65,65,60,65,60,65,0
8,65,60,65,65,60,65,65,0
9,65,65,60,65,65,65,60,0
10,60,65,65,65,60,65,60,0
11,65,65,65,60,65,60,65,0
12,65,60,65,60,60,95,1,1
13,60,65,60,60,95,1,95,1
14,1,95,108,108,1,95,95,0
15,108,108,1,95,95,95,60,0
16,95,60,65,60,95,1,95,0
17,1,95,65,60,95,1,95,0
18,33,65,33,33,33,33,33,0
19,65,33,33,91,120,33,65,0
20,33,91,120,33,65,65,60,0
21,33,65,65,60,65,60,65,0
22,65,60,65,60,65,65,60,0
23,91,91,120,120,65,33,65,0
24,65,33,65,65,60,65,33,0
25,65,65,60,65,33,65,60,0
26,65,60,95,1,95,95,95,0
27,16,60,16,95,1,95,95,0
28,95,60,95,65,95,65,33,1
29,65,95,65,33,65,108,95,0
30,95,65,33,65,108,95,95,0
31,65,33,65,108,95,95,60,1
32,33,65,108,95,95,60,60,1
33,65,108,95,95,60,60,108,1
34,95,60,60,108,108,108,95,1
35,95,1,21,65,65,65,65,0
36,65,65,65,65,65,60,95,0
37,65,65,65,60,95,65,60,0
38,95,60,65,33,33,33,33,0
39,60,65,33,33,33,33,65,0
40,65,33,33,33,33,65,60,0
41,33,33,65,60,60,60,65,0
42,60,60,60,65,65,60,65,0
43,60,65,65,60,65,65,60,0
44,91,91,120,91,65,120,65,0
45,120,91,65,120,65,65,60,0
46,91,120,23,33,33,33,33,0
47,33,33,33,65,60,65,65,0
48,65,60,65,65,65,60,65,0
49,60,65,65,60,65,65,33,0
50,39,20,121,122,13,92,1,0
51,92,1,95,60,65,65,116,0
52,95,60,65,65,116,65,60,0
53,4,27,110,68,80,56,4,0
54,84,87,42,36,56,56,63,0
55,63,56,84,56,56,63,111,0
56,17,46,46,17,17,95,95,0
57,46,46,17,17,95,95,117,0
58,62,29,75,74,92,95,95,0
59,74,121,75,74,92,33,33,0
60,92,33,33,33,60,95,95,1
61,33,33,33,60,95,95,92,1
62,33,33,60,95,95,92,108,0
63,60,95,95,92,108,108,60,0
64,95,92,108,108,60,33,60,0
65,86,70,63,39,87,16,56,0
66,84,111,63,46,65,16,1,0
67,17,111,99,17,53,53,95,1
68,16,65,16,65,16,65,16,0
69,16,65,16,65,16,116,60,0
70,33,111,33,111,33,111,33,0
71,38,70,38,46,1,95,16,0
72,38,46,1,95,16,95,60,0
73,95,1,95,1,46,16,65,0
74,95,1,46,16,65,33,60,0
75,16,65,33,60,16,60,16,0
76,95,1,1,46,16,65,33,0
77,46,16,65,33,65,60,65,0
78,60,65,65,60,16,65,33,0
79,28,76,66,28,76,70,39,0
80,65,11,46,122,25,43,65,0
81,122,25,43,65,16,60,65,0
82,60,65,122,92,46,1,95,0
83,46,1,122,92,46,1,95,0
84,1,1,1,1,46,1,95,0
85,1,1,46,1,95,16,60,0
86,46,1,1,46,16,65,33,0
87,33,65,60,33,65,41,41,0
88,65,41,41,33,60,1,92,0
89,41,33,60,1,92,1,60,0
90,60,1,92,1,60,33,60,0
91,60,33,60,33,60,1,92,0
92,60,33,60,1,92,1,60,0
93,65,16,1,122,1,16,65,0
94,1,16,65,33,60,1,92,0
95,65,33,60,1,92,1,60,0
96,60,1,92,1,60,33,60,0
97,60,33,60,33,60,1,92,0
98,60,33,60,1,92,1,60,0
99,92,1,60,33,60,33,65,0
100,33,60,33,65,16,60,65,0
101,60,65,122,92,46,1,95,0
102,46,1,122,92,46,1,95,0
103,16,39,70,36,16,39,70,0
104,39,70,36,65,16,1,122,0
105,16,1,122,33,60,1,92,0
106,122,33,60,1,92,1,60,0
107,60,1,92,1,60,33,60,0
108,60,33,60,33,60,1,92,0
109,60,33,60,1,92,1,60,0
110,25,98,122,25,101,43,65,0
111,25,101,43,65,63,60,65,0
112,60,65,122,13,46,1,95,0
113,11,63,122,13,46,1,95,0
114,121,114,122,92,46,1,95,0
115,65,65,122,92,46,1,95,0
116,95,16,60,16,1,95,16,0
117,1,95,16,16,60,65,33,0
118,75,101,96,101,96,43,65,0
119,101,96,43,65,16,60,65,0
120,65,16,60,65,16,60,116,0
121,33,65,99,21,95,1,65,0
122,99,21,95,1,65,65,60,0
123,95,1,65,65,60,16,60,0
124,19,12,19,115,1,65,65,0
125,1,65,65,65,60,16,16,0
126,46,122,25,43,1,65,65,0
127,25,43,1,65,65,65,60,0
128,33,41,41,65,65,33,65,0
129,41,41,65,65,33,65,65,0
130,85,40,94,122,1,65,65,0
131,1,65,65,65,60,16,16,0
132,55,55,114,57,76,28,65,0
133,57,76,28,65,16,60,65,0
134,50,119,73,55,73,44,65,0
135,55,73,44,65,16,60,65,0
136,70,28,76,28,70,38,84,0
137,28,70,38,84,11,60,16,0
138,11,60,16,11,60,16,1,0
139,39,70,36,70,39,16,16,0
140,70,36,70,39,16,16,16,0
141,36,70,39,16,16,16,60,0
142,70,39,16,16,16,60,60,0
