,0,1,2,3,4,5,6,output
0,103,103,103,103,103,119,22,0
1,103,103,103,103,119,22,77,0
2,119,22,77,82,82,115,115,0
3,22,77,82,82,115,115,146,0
4,82,82,115,115,146,82,82,0
5,115,115,146,82,82,77,82,0
6,115,146,82,82,77,82,77,0
7,146,82,82,77,82,77,82,0
8,82,77,82,77,82,82,82,0
9,77,82,77,82,82,82,77,0
10,82,77,82,82,82,77,82,0
11,82,82,82,77,82,82,82,0
12,82,77,82,82,82,77,82,0
13,77,82,82,82,77,82,77,0
14,82,82,77,82,77,82,82,0
15,82,77,82,77,82,82,77,0
16,77,82,77,82,82,77,82,0
17,77,82,82,77,82,82,82,0
18,82,77,82,82,82,77,82,0
19,119,134,134,2,119,119,119,0
20,119,119,77,82,77,119,2,0
21,82,77,119,2,119,2,77,0
22,119,2,119,2,77,2,82,0
23,119,2,77,2,82,2,82,0
24,82,44,82,44,44,44,44,0
25,82,44,44,44,44,44,82,0
26,44,44,44,44,44,82,77,0
27,44,44,44,44,82,77,82,0
28,82,82,82,44,44,115,146,0
29,82,82,44,44,115,146,44,0
30,44,44,115,146,44,82,82,0
31,115,146,44,82,82,77,82,0
32,146,44,82,82,77,82,77,0
33,82,82,77,82,77,82,82,0
34,77,82,77,82,82,77,82,0
35,77,82,77,82,115,115,146,0
36,77,82,115,115,146,146,82,0
37,82,115,115,146,146,82,44,0
38,115,146,146,82,44,82,82,0
39,146,82,44,82,82,77,82,0
40,44,82,82,77,82,44,82,0
41,22,119,2,119,119,119,77,0
42,2,119,119,119,77,119,82,0
43,119,119,77,119,82,119,82,0
44,134,134,119,2,134,119,2,0
45,134,119,2,134,119,2,29,0
46,119,2,134,119,2,29,82,0
47,2,134,119,2,29,82,82,0
48,134,119,2,29,82,82,82,0
49,29,82,82,82,82,82,77,0
50,82,82,77,119,82,77,119,0
51,77,119,77,82,44,44,44,0
52,44,44,44,44,82,77,77,0
53,44,44,44,82,77,77,77,0
54,44,82,77,77,77,82,82,0
55,82,77,77,77,82,82,77,0
56,77,77,82,82,77,82,82,0
57,82,77,82,77,115,115,146,0
58,82,77,115,115,146,115,82,0
59,77,115,115,146,115,82,146,0
60,119,2,44,146,44,115,115,1
61,115,115,146,32,44,44,44,0
62,146,32,44,44,44,44,82,0
63,32,44,44,44,44,82,77,0
64,44,44,44,44,82,77,82,0
65,44,44,82,77,82,82,82,0
66,44,82,77,82,82,82,77,0
67,77,82,82,82,77,82,82,0
68,82,82,82,77,82,82,77,0
69,82,77,82,82,77,82,82,0
70,27,147,148,19,116,2,119,0
71,147,148,19,116,2,119,77,0
72,19,116,2,119,77,82,82,0
73,2,119,77,82,82,142,82,0
74,72,51,77,16,107,137,80,0
75,122,23,137,124,23,67,67,0
76,48,126,83,83,83,89,83,0
77,83,83,82,137,22,119,22,0
78,83,82,137,22,119,22,137,0
79,137,22,119,22,137,82,82,0
80,119,119,148,148,116,59,119,0
81,148,148,116,59,119,22,82,0
82,116,59,119,22,82,22,82,0
83,119,22,82,22,82,22,82,0
84,82,22,82,22,82,22,82,0
85,22,142,77,142,77,142,137,0
86,77,142,77,142,137,112,82,0
87,77,142,137,112,82,54,82,0
88,137,112,82,54,82,54,82,0
89,82,54,82,54,82,54,82,0
90,82,54,82,54,82,54,82,0
91,82,54,82,54,82,54,82,0
92,82,54,82,54,82,54,82,0
93,82,54,82,54,82,54,82,0
94,137,44,137,77,22,119,119,0
95,147,55,148,116,59,119,22,0
96,77,22,119,2,119,2,59,0
97,119,22,22,119,2,2,59,0
98,22,119,2,2,59,22,82,0
99,2,2,59,22,82,44,82,0
100,2,59,22,82,44,82,77,0
101,82,44,82,77,82,82,77,0
102,82,77,82,82,77,22,82,0
103,141,79,56,26,83,89,109,0
104,82,16,59,148,34,56,127,0
105,148,34,56,127,54,82,119,0
106,119,122,82,16,59,148,34,0
107,16,59,148,34,56,82,22,0
108,34,56,82,22,77,82,22,0
109,2,148,116,59,2,119,22,0
110,2,2,2,59,2,119,22,0
111,59,116,148,116,59,2,119,1
112,32,119,2,59,2,2,59,0
113,2,59,2,2,59,22,82,0
114,2,59,22,82,44,82,77,0
115,77,2,116,2,77,44,77,0
116,77,44,77,54,82,119,122,0
117,51,5,89,78,48,89,52,0
118,52,22,82,22,2,148,2,0
119,77,2,116,2,77,44,77,0
120,2,77,44,77,44,82,22,0
121,77,44,82,22,77,82,22,0
122,2,148,116,59,2,119,22,0
123,22,52,89,48,77,52,89,0
124,44,77,2,116,2,77,44,0
125,59,148,34,122,148,34,127,0
126,122,148,34,127,56,82,80,0
127,127,56,82,80,77,82,80,0
128,80,148,19,59,2,119,80,0
129,140,148,116,59,2,119,22,0
130,148,116,59,2,119,22,77,0
131,22,77,22,2,119,22,22,0
132,22,2,119,22,22,77,82,0
133,119,22,22,77,82,44,82,0
134,77,82,44,54,54,54,54,0
135,44,54,54,54,54,44,82,0
136,54,54,54,44,82,22,82,0
137,54,44,82,22,82,44,82,0
138,147,34,98,127,120,127,120,0
139,127,120,127,120,56,82,22,0
140,142,2,142,59,142,44,44,0
141,44,44,44,82,124,29,119,0
142,44,44,82,124,29,119,2,0
143,29,119,2,82,82,77,22,0
144,18,26,78,26,18,26,141,0
145,26,78,26,18,26,141,2,0
146,78,26,18,26,141,2,82,0
147,2,59,5,51,5,107,5,0
148,59,82,16,59,148,34,56,0
149,82,16,59,148,34,56,2,0
150,16,59,148,34,56,2,82,0
151,148,34,56,2,82,82,82,0
152,2,82,82,82,77,82,77,0
153,82,82,82,77,82,77,22,0
154,22,82,82,112,44,44,54,0
155,82,82,112,44,44,54,54,0
156,112,44,44,54,54,82,82,0
157,44,44,54,54,82,82,44,0
158,126,126,118,108,53,118,148,0
159,126,118,108,53,118,148,2,0
160,118,108,53,118,148,2,82,0
161,71,71,71,71,140,73,99,0
162,71,140,73,99,39,82,22,0
163,121,57,64,145,94,71,94,0
164,145,94,71,94,57,82,22,0
165,107,16,77,22,16,77,22,0
166,80,16,77,142,103,80,77,0
167,16,77,142,103,80,77,77,0
168,52,80,16,77,142,103,80,0
169,80,16,77,142,103,80,77,0
170,16,77,142,103,80,77,77,0
171,52,80,16,77,142,103,80,0
172,80,16,77,142,103,80,77,0
173,16,77,142,103,80,77,77,0
174,16,109,6,52,80,16,77,0
175,52,80,16,77,142,82,80,0
