,0,1,2,3,4,5,6,output
0,70,93,49,130,130,104,5,0
1,130,104,5,42,45,5,5,0
2,128,73,73,73,73,128,5,0
3,73,128,5,42,45,5,5,0
4,70,130,130,104,104,104,5,0
5,104,104,5,42,45,5,5,0
6,5,5,42,5,5,42,5,0
7,133,136,130,136,104,66,133,0
8,85,103,72,6,80,77,80,1
9,72,6,80,77,80,72,107,1
10,55,21,85,41,103,6,41,0
11,85,41,103,6,41,128,45,0
12,21,85,41,103,103,6,103,0
13,103,6,103,72,45,143,6,0
14,41,21,85,41,103,6,41,0
15,85,41,103,6,41,128,45,0
16,21,85,41,103,103,6,103,0
17,103,6,103,72,45,143,6,0
18,72,72,72,72,80,72,80,1
19,72,80,72,80,110,107,72,1
20,110,107,110,55,144,55,55,1
21,137,22,80,22,80,72,80,1
22,48,72,72,80,80,77,80,1
23,107,72,72,80,137,142,77,1
24,107,21,85,41,103,6,41,0
25,85,41,103,6,41,128,45,0
26,21,85,41,103,103,6,103,0
27,103,6,103,72,45,143,6,0
28,133,73,130,136,104,21,39,1
29,107,51,39,21,104,21,39,1
30,101,101,101,101,104,21,39,1
31,107,51,39,21,104,21,39,1
32,128,5,5,101,101,101,101,0
33,5,5,101,101,101,101,101,0
34,101,101,45,45,103,103,52,0
35,116,119,119,119,77,44,44,2
36,134,77,44,77,119,77,119,2
37,44,77,119,77,119,116,58,2
38,99,52,6,39,72,103,143,0
39,80,52,110,22,72,51,77,1
40,1,145,116,116,116,59,119,2
41,21,21,66,130,136,136,39,0
42,133,130,66,73,36,130,136,0
43,133,130,66,73,36,130,136,0
44,133,130,66,73,36,130,136,0
45,148,96,148,2,59,2,110,1
46,148,96,148,2,59,2,110,1
47,2,59,2,2,59,5,51,1
48,2,59,51,59,2,2,59,1
49,41,73,136,73,5,103,73,0
50,73,5,45,73,5,103,73,0
51,73,5,45,73,5,103,73,0
52,103,73,5,45,73,5,99,0
53,52,51,52,51,51,52,51,0
54,52,51,51,52,51,52,45,0
55,52,51,52,45,89,45,89,0
56,52,45,89,45,89,89,45,0
57,108,130,31,108,21,136,41,0
58,4,61,6,4,61,103,4,0
59,4,12,6,4,12,103,4,0
60,4,111,6,4,111,103,4,0
61,4,20,6,4,20,103,4,0
62,4,71,6,4,71,103,4,0
63,4,132,6,4,132,103,4,0
64,4,79,6,4,79,103,4,0
65,4,24,6,4,24,103,4,0
66,4,40,6,4,40,103,4,0
67,4,135,6,4,135,103,4,0
68,4,49,6,4,49,103,4,0
69,4,141,6,4,141,103,4,0
70,4,13,6,4,13,103,4,0
71,4,18,6,4,18,103,4,0
72,4,53,6,4,53,103,4,0
73,4,118,6,4,118,103,4,0
74,4,126,6,4,126,103,4,0
75,4,81,6,4,81,103,4,0
76,143,4,136,4,6,4,103,0
77,4,85,6,4,85,103,4,0
78,4,99,6,4,99,103,4,0
79,4,39,6,4,39,103,4,0
80,4,143,6,4,143,103,4,0
81,4,136,6,4,136,103,4,0
82,4,6,136,4,6,103,4,0
83,4,103,136,4,103,6,4,0
84,6,4,103,45,4,103,109,0
85,45,4,103,109,4,45,61,0
86,109,4,45,61,4,45,12,0
87,61,4,45,12,4,45,111,0
88,12,4,45,111,4,45,20,0
89,111,4,45,20,4,45,71,0
90,20,4,45,71,4,45,132,0
91,71,4,45,132,4,45,79,0
92,132,4,45,79,4,45,24,0
93,79,4,45,24,4,45,40,0
94,24,4,45,40,4,45,135,0
95,40,4,45,135,4,45,49,0
96,135,4,45,49,4,45,141,0
97,49,4,45,141,4,45,13,0
98,141,4,45,13,4,45,18,0
99,13,4,45,18,4,45,53,0
100,18,4,45,53,4,45,118,0
101,53,4,45,118,4,45,126,0
102,118,4,45,126,4,45,81,0
103,45,126,4,45,81,4,45,0
104,45,81,4,45,4,45,85,0
105,45,4,45,85,4,45,99,0
106,85,4,45,99,4,45,39,0
107,99,4,45,39,4,45,143,0
108,39,4,45,143,4,45,136,0
109,143,4,45,136,4,45,6,0
110,136,4,45,6,4,45,103,0
111,4,109,6,4,109,103,4,0
112,79,16,103,140,126,56,79,0
113,103,140,126,56,79,16,45,1
114,126,56,79,16,45,51,107,1
115,107,2,107,34,117,47,79,1
116,129,129,129,129,129,129,16,0
117,45,51,89,39,99,39,89,1
118,16,77,22,2,82,77,22,1
119,39,99,83,126,53,126,21,0
120,79,16,103,140,126,56,79,0
121,103,140,126,56,79,16,45,1
122,126,56,79,16,45,51,107,1
123,107,2,107,34,117,47,79,1
124,16,16,52,103,39,83,39,0
125,103,103,103,103,103,103,103,0
126,103,103,103,103,103,103,103,0
127,103,103,103,103,103,103,45,0
128,103,103,103,103,103,45,45,0
129,103,103,103,103,45,45,45,0
130,103,103,103,45,45,45,45,0
131,136,52,36,136,14,36,136,0
132,136,52,36,136,14,36,136,0
133,73,130,136,130,73,130,130,0
134,130,136,45,136,136,136,130,0
135,136,52,36,136,14,36,136,0
136,73,130,136,130,73,130,130,0
137,130,136,45,136,136,136,130,0
138,136,52,36,136,14,36,136,0
139,136,52,36,136,14,36,136,0
140,136,52,36,136,14,36,136,0
141,136,52,36,136,14,36,136,0
142,136,52,36,136,14,36,136,0
143,136,52,36,136,14,36,136,0
144,53,135,74,4,12,20,144,1
145,35,42,104,5,129,104,104,0
146,104,104,104,45,110,39,144,0
147,45,110,39,144,39,45,110,0
148,45,110,110,45,110,39,144,0
149,45,110,39,144,39,45,110,0
150,45,110,110,45,110,39,144,0
151,45,110,39,144,39,45,110,0
152,45,110,110,45,110,39,144,0
153,117,47,81,81,117,117,110,0
154,47,81,81,117,117,110,110,0
155,81,117,117,110,110,45,45,0
156,117,110,110,45,45,110,45,0
157,45,45,110,45,39,45,39,0
158,47,13,47,81,117,5,143,0
159,81,117,5,143,89,45,117,0
160,45,89,89,51,52,52,80,0
161,52,52,80,72,45,110,39,0
162,42,35,94,94,94,94,94,0
