,0,1,2,3,4,5,6,output
0,103,103,103,103,103,103,103,0
1,77,82,77,119,2,119,119,0
2,77,119,2,119,119,119,22,0
3,77,82,82,44,82,77,119,0
4,107,110,55,144,55,55,144,0
5,80,72,80,137,80,142,137,0
6,80,137,80,142,137,29,22,0
7,80,142,137,29,22,137,22,0
8,139,34,147,55,148,116,59,0
9,116,59,23,22,137,137,137,0
10,142,142,142,137,142,44,142,1
11,142,44,142,137,124,119,23,1
12,147,8,116,19,116,122,23,1
13,77,119,116,58,116,58,67,1
14,45,143,16,109,89,80,52,0
15,51,77,16,107,137,80,59,0
16,59,58,2,29,2,122,23,1
17,83,83,83,89,83,83,82,0
18,83,89,83,83,82,137,22,0
19,82,137,22,119,22,137,82,0
20,22,119,22,137,82,82,22,0
21,22,137,82,82,22,82,22,0
22,119,119,119,148,148,116,59,0
23,119,148,148,116,59,119,22,0
24,148,116,59,119,22,82,22,0
25,59,119,22,82,22,82,22,0
26,22,82,22,82,22,82,22,0
27,22,82,22,82,22,82,22,0
28,82,54,82,54,82,44,82,0
29,137,44,137,44,137,44,137,0
30,139,34,147,55,148,116,59,0
31,34,147,55,148,116,59,119,1
32,108,118,108,108,108,118,108,1
33,2,59,51,89,51,59,2,0
34,89,51,59,2,119,22,119,0
35,59,2,119,22,119,77,22,0
36,22,77,22,119,2,119,2,0
37,2,119,2,59,22,82,44,0
38,2,59,22,82,44,77,22,0
39,82,44,77,22,77,22,119,0
40,108,118,126,118,4,4,4,1
41,48,116,116,148,140,59,2,0
42,116,116,148,140,59,2,119,0
43,2,119,22,22,119,2,2,0
44,22,82,44,82,77,82,82,0
45,40,141,18,118,126,99,103,0
46,99,39,99,83,39,99,89,0
47,99,83,39,99,89,52,22,0
48,122,82,16,59,148,34,56,0
49,59,148,34,56,82,22,77,0
50,22,77,82,148,116,59,2,0
51,82,148,116,59,2,119,22,0
52,59,2,119,22,77,22,2,0
53,116,59,2,148,116,59,2,0
54,148,116,59,2,119,22,77,0
55,2,119,22,77,82,22,2,0
56,59,2,2,2,2,59,2,0
57,2,59,2,119,22,77,82,0
58,119,32,119,2,59,2,2,0
59,5,51,5,89,78,48,89,0
60,5,89,78,48,89,52,22,0
61,89,52,22,82,22,2,148,0
62,2,116,2,77,44,77,44,0
63,77,44,77,44,82,22,77,0
64,22,77,82,148,116,59,2,0
65,82,148,116,59,2,119,22,0
66,59,2,119,22,77,22,2,0
67,116,59,2,148,116,59,2,0
68,148,116,59,2,119,22,77,0
69,2,119,22,77,82,22,2,0
70,52,103,109,52,16,109,52,0
71,52,16,22,52,89,48,89,0
72,22,52,89,48,89,52,22,0
73,22,52,22,52,89,48,89,0
74,16,109,89,83,89,109,16,0
75,52,103,39,126,39,103,52,0
76,39,103,52,103,22,52,89,0
77,52,89,48,77,52,89,48,0
78,34,147,140,148,116,59,2,0
79,77,82,82,148,116,59,2,0
80,82,148,116,59,2,119,22,0
81,59,2,119,22,77,22,2,0
82,2,119,22,77,22,2,119,0
83,82,44,54,54,54,54,44,0
84,54,54,44,82,22,82,44,0
85,44,82,22,82,44,82,22,0
86,22,82,44,82,22,82,22,1
87,44,82,22,82,22,119,124,1
88,34,98,127,120,127,120,56,0
89,120,127,120,56,82,22,77,0
90,77,82,22,77,142,142,77,0
91,2,142,59,142,44,44,44,1
92,82,124,29,119,2,82,82,0
93,2,82,82,77,22,77,82,0
94,18,26,141,2,82,82,82,0
95,26,141,2,82,82,82,77,0
96,141,2,82,82,82,77,22,0
97,82,82,82,77,22,22,22,0
98,56,2,82,82,82,77,82,0
99,54,82,82,44,82,82,77,0
100,82,82,44,82,82,77,77,0
101,53,118,148,2,82,82,82,0
102,118,148,2,82,82,82,77,0
103,148,2,82,82,82,77,22,0
104,82,82,82,77,22,22,22,0
105,71,71,71,140,73,99,39,0
106,140,73,99,39,82,22,77,0
107,57,64,145,94,71,94,57,0
108,94,71,94,57,82,22,77,0
109,39,99,39,89,51,107,16,0
110,89,51,107,16,77,22,16,0
111,77,22,16,77,22,2,82,0
112,79,16,16,52,89,48,89,0
113,16,16,52,89,48,89,52,0
114,16,52,89,48,89,52,22,0
115,45,45,45,45,45,45,103,0
116,5,5,5,136,136,136,14,0
117,136,136,14,130,22,16,41,0
118,130,22,16,41,16,22,41,0
119,16,22,82,16,136,39,103,0
120,39,103,73,22,16,41,16,0
121,103,73,22,16,41,16,16,0
122,16,41,16,16,22,22,41,0
123,66,36,136,109,136,103,109,0
124,136,103,109,16,22,77,82,0
125,16,2,59,51,19,116,2,0
126,136,130,136,39,136,82,16,0
127,49,93,93,93,93,49,137,0
128,49,137,119,22,59,89,16,0
129,22,59,89,16,72,22,16,0
130,55,34,120,105,127,147,148,0
131,120,105,127,147,148,59,22,0
132,148,147,127,105,127,147,148,0
133,127,105,127,147,148,59,22,0
134,34,120,43,56,139,55,51,0
135,55,139,56,105,127,147,116,0
136,56,105,127,147,116,59,22,0
137,92,8,122,23,137,44,137,0
138,122,23,137,44,137,23,22,0
139,116,59,2,116,148,116,2,0
140,148,116,2,119,22,82,44,0
141,119,22,82,44,82,22,44,0
142,44,82,22,44,82,22,44,0
143,44,82,22,44,82,22,44,0
144,44,82,22,44,82,22,44,0
145,44,82,22,44,82,22,44,0
146,44,82,22,44,82,22,44,0
147,44,82,22,44,82,22,44,0
148,136,109,72,16,36,136,109,0
149,136,109,72,16,36,136,109,0
150,136,109,16,72,109,109,109,0
151,109,109,16,22,16,72,72,0
152,16,22,16,72,72,72,22,0
153,59,2,16,52,51,59,2,0
154,59,2,16,52,51,59,2,0
155,59,2,16,52,51,59,2,0
156,59,2,16,52,51,59,2,0
157,136,36,52,109,136,103,52,0
158,16,103,52,109,103,52,16,0
159,52,109,103,52,16,44,22,0
160,22,54,82,54,82,82,82,0
161,82,54,82,82,82,44,22,0
162,146,115,146,54,44,82,54,0
163,115,146,54,146,115,44,54,0
164,115,44,54,146,22,44,82,0
165,119,2,59,89,51,59,2,1
166,59,2,119,124,2,59,51,1
167,89,99,2,59,51,59,2,1
168,89,99,2,59,51,119,2,1
169,119,2,59,124,119,2,59,1
170,59,124,119,2,59,134,124,1
171,2,59,134,124,119,124,32,1
172,134,124,119,124,32,134,124,1
173,52,51,52,51,16,59,16,0
174,52,51,16,59,16,59,22,0
175,52,22,52,77,16,77,16,0
176,52,77,16,77,16,82,22,0
177,5,112,32,29,90,119,134,1
178,94,94,112,44,142,82,137,0
179,52,109,45,103,6,136,112,1
180,103,6,136,112,134,124,5,1
181,29,119,5,5,119,23,5,1
182,119,5,5,119,23,5,5,1
183,5,5,119,23,5,5,124,1
184,5,119,23,5,5,124,124,1
185,119,23,5,5,124,124,124,1
186,31,31,145,44,142,82,137,0
187,16,16,145,44,142,82,137,0
188,99,39,99,39,103,16,72,0
189,59,107,140,55,23,2,148,0
190,6,45,143,6,45,109,6,0
191,6,45,109,6,80,22,72,0
192,6,45,143,6,45,109,72,0
193,6,45,109,72,80,22,72,0
194,103,109,52,109,52,16,52,0
195,109,52,109,52,16,52,16,0
196,109,52,16,52,16,22,22,0
197,16,52,16,22,22,82,22,0
198,16,22,22,82,22,137,22,0
199,22,82,22,137,22,44,22,0
200,22,137,22,44,22,82,22,0
201,22,44,22,82,22,82,22,0
202,22,82,22,82,22,137,22,0
203,82,22,137,22,44,22,82,0
204,52,52,52,52,16,16,16,0
205,52,52,52,16,16,16,16,0
206,52,52,16,16,16,16,22,0
207,52,16,16,16,16,22,22,0
208,16,16,22,22,22,22,82,0
209,89,39,21,99,39,99,52,0
210,109,52,16,52,109,59,2,0
211,52,16,52,109,59,2,119,0
212,59,2,119,22,22,137,82,0
213,22,137,82,137,22,137,82,0
214,22,137,82,44,22,137,82,0
215,82,44,44,44,44,44,82,0
216,148,48,55,148,59,2,119,0
217,55,116,55,55,148,59,2,0
218,59,2,119,22,137,82,82,0
