,0,1,2,3,4,5,6,output
0,15,15,100,3,8,8,8,1
1,8,8,8,55,62,85,85,1
2,109,62,8,85,85,109,115,1
3,8,115,85,100,100,85,85,1
4,115,62,2,47,8,55,55,1
5,2,47,8,55,55,109,62,1
6,8,55,55,109,62,55,62,1
7,85,100,100,85,85,115,109,1
8,8,8,8,8,8,8,55,1
9,8,8,8,8,55,109,62,1
10,8,8,8,55,109,62,55,1
11,8,8,55,109,62,55,62,1
12,8,55,109,62,55,62,62,1
13,55,109,62,55,62,62,62,1
14,109,62,55,62,62,62,62,1
15,62,55,62,62,62,62,62,1
16,62,62,62,62,62,62,62,1
17,62,55,62,109,109,115,115,1
18,62,109,109,115,115,109,62,1
19,115,115,109,62,55,62,109,1
20,62,8,8,8,8,55,109,1
21,8,8,55,109,55,62,115,1
22,55,109,55,62,115,109,62,1
23,85,100,100,85,85,115,109,1
24,62,8,8,8,8,55,55,1
25,55,55,55,62,8,8,8,1
26,55,62,8,8,8,55,62,1
27,100,100,85,85,115,109,109,1
28,100,85,85,115,109,109,55,1
29,85,85,115,109,109,55,62,1
30,85,115,109,109,55,62,62,1
31,109,109,55,62,62,62,62,1
32,62,62,62,55,62,109,109,1
33,62,55,62,109,109,109,62,1
34,55,62,109,109,109,62,55,1
35,62,109,109,109,62,55,62,1
36,109,109,109,62,55,62,62,1
37,109,109,62,55,62,62,62,1
38,109,62,55,62,62,62,62,1
39,62,62,62,62,62,62,55,1
40,8,8,8,2,47,8,55,1
41,8,2,47,8,55,109,62,1
42,109,62,55,62,109,115,109,1
43,55,62,109,115,109,55,62,1
44,109,115,109,55,62,55,62,1
45,115,109,55,62,55,62,109,1
46,8,85,100,85,85,115,115,1
47,115,115,109,62,2,47,8,1
48,115,109,62,2,47,8,55,1
49,62,2,47,8,55,62,62,1
50,85,100,100,85,85,115,109,1
51,100,85,85,115,109,109,62,1
52,85,85,115,109,109,62,55,1
53,85,115,109,109,62,55,62,1
54,55,62,62,62,55,8,8,1
55,8,8,8,8,8,55,55,1
56,8,8,8,55,55,109,62,1
57,55,109,62,55,62,55,109,1
58,2,2,2,8,55,109,109,1
59,115,109,8,2,8,55,109,1
60,109,8,2,8,55,109,55,1
61,8,2,8,55,109,55,62,1
62,2,8,55,109,55,62,62,1
63,8,55,109,55,62,62,62,1
64,55,109,55,62,62,62,62,1
65,109,55,62,62,62,62,62,1
66,62,62,62,62,2,8,55,1
67,2,8,55,55,62,109,115,1
68,55,55,62,109,115,109,62,1
69,12,85,100,85,85,115,115,1
70,100,85,85,115,115,109,62,1
71,115,115,109,62,55,62,109,1
72,115,109,62,55,62,109,109,1
73,55,8,8,2,47,8,55,1
74,8,2,47,8,55,55,62,1
75,55,62,109,109,109,109,115,1
76,109,115,109,62,55,55,55,1
77,109,62,55,55,55,55,62,1
78,62,55,55,55,55,62,109,1
79,55,55,55,62,109,62,62,1
80,109,8,8,8,8,55,8,1
81,8,8,8,8,55,8,55,1
82,8,8,8,55,8,55,62,1
83,8,8,55,8,55,62,62,1
84,55,62,62,62,62,2,8,1
85,62,62,62,62,2,8,55,1
86,8,55,62,62,109,109,115,1
92,110,15,81,49,78,24,72,0
93,3,15,81,49,78,24,72,0
94,22,22,22,22,22,8,73,1
95,22,22,22,22,22,35,35,1
96,22,22,22,35,35,29,62,1
97,22,22,22,22,22,8,73,1
98,22,22,22,22,22,8,73,1
99,22,22,22,22,22,35,35,1
100,22,22,22,35,35,29,62,1
101,22,22,22,22,22,8,73,1
102,67,67,67,67,67,67,58,0
103,67,67,58,58,103,5,50,0
104,67,67,5,5,50,2,58,0
105,22,22,22,22,22,35,35,1
106,22,22,22,35,35,29,62,1
107,22,22,22,22,22,35,35,1
108,22,22,22,35,35,29,62,1
109,22,22,22,22,22,35,35,1
110,22,22,22,35,35,29,62,1
111,22,22,22,22,22,35,35,1
112,22,22,22,35,35,29,62,1
113,67,67,67,67,67,67,58,0
114,67,67,58,58,103,5,50,0
115,67,67,5,5,50,2,58,0
116,67,67,67,67,67,67,58,0
117,67,67,58,58,103,5,50,0
118,67,67,5,5,50,2,58,0
119,0,0,0,0,47,8,54,1
120,0,0,0,0,47,8,54,1
121,0,47,8,54,106,62,22,1
122,54,106,62,22,35,62,12,1
123,62,12,12,62,8,88,22,1
124,12,62,8,88,22,35,62,1
125,88,8,88,105,35,29,22,1
126,105,35,29,22,35,62,12,1
127,62,12,12,62,8,73,22,1
128,12,62,8,73,22,35,62,1
129,62,12,62,8,88,8,88,1
130,88,8,88,105,62,29,22,1
131,105,62,29,22,35,62,12,1
132,62,12,12,62,8,88,22,1
133,12,62,8,88,22,35,62,1
134,88,8,88,105,35,29,22,1
135,105,35,29,22,35,62,12,1
136,62,12,12,62,8,73,22,1
137,12,62,8,73,22,35,62,1
138,62,12,62,8,88,8,88,1
139,0,0,0,0,47,8,54,1
140,0,0,0,0,47,8,54,1
141,0,47,8,54,106,62,22,1
142,54,106,62,22,35,62,12,1
143,35,62,12,12,62,44,22,1
144,12,12,62,44,22,35,62,1
145,88,8,88,105,35,29,22,1
146,105,35,29,22,35,62,12,1
147,35,62,12,12,62,8,22,1
148,12,12,62,8,22,35,62,1
149,62,12,62,8,88,8,88,1
150,95,99,95,17,98,17,35,1
151,22,22,22,22,22,8,73,1
152,22,22,22,22,22,35,35,1
153,22,22,22,35,35,29,62,1
154,22,22,22,22,22,8,73,1
155,22,22,22,22,22,8,73,1
156,22,22,22,22,22,35,35,1
157,22,22,22,35,35,29,62,1
158,22,22,22,22,22,8,73,1
159,67,67,67,67,67,67,58,0
160,67,67,58,58,103,5,50,0
161,67,67,5,5,50,2,58,0
162,22,22,22,22,22,35,35,1
163,22,22,22,35,35,29,62,1
164,22,22,22,22,22,35,35,1
165,22,22,22,35,35,29,62,1
166,67,67,67,67,67,67,58,0
167,67,67,58,58,103,5,50,0
168,67,67,5,5,50,2,58,0
169,103,5,5,5,50,2,58,0
170,22,22,22,22,22,8,73,1
171,22,22,22,22,22,35,35,1
172,22,22,22,35,35,29,62,1
173,22,22,22,22,22,8,73,1
174,22,22,22,22,22,8,73,1
175,22,22,22,22,22,35,35,1
176,22,22,22,35,35,29,62,1
177,22,22,22,22,22,8,73,1
178,67,67,67,67,67,67,58,0
179,67,67,58,58,103,5,50,0
180,67,67,5,5,50,2,58,0
181,22,22,22,22,22,35,35,1
182,22,22,22,35,35,29,62,1
183,22,22,22,22,22,35,35,1
184,22,22,22,35,35,29,62,1
185,22,22,22,22,22,35,35,1
186,22,22,22,35,35,29,62,1
187,22,22,22,22,22,35,35,1
188,22,22,22,35,35,29,62,1
189,67,67,67,67,67,67,58,0
190,67,67,58,58,103,5,50,0
191,67,67,5,5,50,2,58,0
192,67,67,67,67,67,67,58,0
193,67,67,58,58,103,5,50,0
194,67,67,5,5,50,2,58,0
195,0,0,0,0,47,8,54,1
196,0,0,0,0,47,8,54,1
197,0,47,8,54,106,62,22,1
198,54,106,62,22,35,62,12,1
199,62,12,12,62,8,88,22,1
200,12,62,8,88,22,35,62,1
201,88,8,88,105,35,29,22,1
202,105,35,29,22,35,62,12,1
203,62,12,12,62,8,73,22,1
204,12,62,8,73,22,35,62,1
205,62,12,62,8,88,8,88,1
206,0,0,0,0,47,8,54,1
207,0,0,0,0,47,8,54,1
208,0,47,8,54,106,62,22,1
209,54,106,62,22,35,62,12,1
210,35,62,12,12,62,44,22,1
211,12,12,62,44,22,35,62,1
212,88,8,88,105,35,29,22,1
213,105,35,29,22,35,62,12,1
214,35,62,12,12,62,8,22,1
215,12,12,62,8,22,35,62,1
216,62,12,62,8,88,8,88,1
217,0,0,0,0,47,8,54,1
218,0,0,0,0,47,8,54,1
219,0,0,0,0,47,8,54,1
220,0,0,0,0,47,8,54,1
221,0,47,8,54,106,62,35,1
222,62,93,93,12,115,35,35,1
223,93,12,115,35,35,29,62,1
224,22,22,22,22,22,8,73,1
225,22,22,22,22,22,35,35,1
226,22,22,22,35,35,29,62,1
227,22,22,22,22,22,8,73,1
228,22,22,22,22,22,8,73,1
229,22,22,22,22,22,35,35,1
230,22,22,22,35,35,29,62,1
231,22,22,22,22,22,8,73,1
232,67,67,67,67,67,67,58,0
233,67,67,58,58,103,5,50,0
234,67,67,5,5,50,2,58,0
235,22,22,22,22,22,35,35,1
236,22,22,22,35,35,29,62,1
237,22,22,22,22,22,35,35,1
238,22,22,22,35,35,29,62,1
239,67,67,67,67,67,67,58,0
240,67,67,58,58,103,5,50,0
241,67,67,5,5,50,2,58,0
242,103,5,5,5,50,2,58,0
243,44,44,44,44,85,31,26,0
244,40,10,40,85,31,72,31,0
245,40,85,31,72,31,72,103,0
246,44,44,44,44,85,31,26,0
247,44,44,44,44,85,31,26,0
249,115,115,115,115,115,115,115,0
250,115,115,115,115,115,115,115,0
251,115,115,115,115,115,115,103,0
252,115,115,115,115,115,103,103,0
253,115,115,115,115,103,103,103,0
254,115,115,115,103,103,103,103,0
255,115,115,115,115,115,115,115,0
256,115,115,115,115,115,115,115,0
257,115,115,115,115,115,115,103,0
258,115,115,115,115,115,103,103,0
259,115,115,115,115,103,103,103,0
260,115,115,115,103,103,103,103,0
261,115,115,115,115,115,115,115,0
262,115,115,115,115,115,115,115,0
263,115,115,115,115,115,115,103,0
264,115,115,115,115,115,103,103,0
265,115,115,115,115,103,103,103,0
266,115,115,115,103,103,103,103,0
267,115,115,115,50,50,50,50,0
268,50,50,103,72,72,72,22,0
269,12,115,12,115,109,100,94,1
270,114,98,92,122,74,121,25,1
271,65,16,60,65,16,60,52,0
272,22,103,24,97,5,83,22,0
273,22,31,78,31,81,3,31,0
274,31,78,31,3,81,3,31,0
275,78,3,81,107,104,107,52,0
276,57,31,3,58,31,5,58,0
277,58,31,5,58,22,103,50,0
278,72,3,40,3,58,3,40,0
279,31,24,119,27,3,31,22,0
280,27,3,31,22,50,103,31,0
281,50,103,31,78,103,81,3,0
282,110,30,58,68,104,68,22,0
283,68,104,68,22,50,103,31,0
284,50,103,31,78,103,81,3,0
285,85,81,3,31,58,3,22,0
286,31,58,3,22,50,103,31,0
287,50,103,31,78,103,81,3,0
288,104,68,67,73,73,67,22,0
289,73,73,67,22,50,103,31,0
290,50,103,31,78,103,81,3,0
291,3,31,58,3,22,22,52,0
292,3,22,22,52,85,103,15,0
293,52,85,103,15,85,103,15,0
294,72,40,5,72,50,24,22,0
295,72,50,24,22,50,103,31,0
296,50,103,31,78,103,81,3,0
297,115,58,5,31,58,3,31,0
298,58,3,31,22,103,50,31,0
299,103,50,31,78,103,81,3,0
300,22,103,3,110,115,110,80,1
301,109,72,49,102,52,31,49,0
302,49,102,52,31,49,31,103,0
303,5,3,58,57,5,3,58,0
304,5,3,58,57,103,50,31,0
305,103,50,31,78,103,81,3,0
306,22,103,3,110,115,110,80,1
307,57,3,31,24,50,27,119,0
308,24,50,27,119,50,103,31,0
309,119,50,103,31,78,103,81,0
310,28,76,15,102,40,3,36,0
311,102,40,3,36,50,103,31,0
312,50,103,31,78,103,81,3,0
313,22,103,3,110,115,110,80,1
314,102,31,102,72,31,50,72,0
315,102,72,31,50,72,22,103,0
316,31,50,72,22,103,22,103,0
317,72,22,103,22,103,22,103,0
318,2,47,55,2,47,106,2,1
319,2,8,55,2,8,106,2,1
320,2,88,55,2,88,106,2,1
321,2,14,55,2,14,106,2,1
322,2,55,14,2,55,106,2,1
323,2,106,14,2,106,55,2,1
324,80,2,106,34,2,106,86,1
325,34,2,106,86,2,62,47,1
326,86,2,62,47,2,62,8,1
327,47,2,62,8,2,62,88,1
328,8,2,62,88,2,62,14,1
329,88,2,62,14,2,62,55,1
330,14,2,62,55,2,62,106,1
331,55,2,62,106,2,62,18,1
332,106,2,62,18,2,62,29,1
333,18,2,62,29,2,62,109,1
334,29,2,62,109,2,62,37,1
335,109,2,62,37,2,62,115,1
336,37,2,62,115,2,62,9,1
337,115,2,62,9,2,62,12,1
338,9,2,62,12,2,62,40,1
339,12,2,62,40,2,62,94,1
340,40,2,62,94,2,62,100,1
341,94,2,62,100,2,62,64,1
342,62,100,2,62,64,2,62,1
343,62,64,2,62,2,62,68,1
344,62,2,62,68,2,62,76,1
345,68,2,62,76,2,62,28,1
346,76,2,62,28,2,62,117,1
347,28,2,62,117,2,62,110,1
348,117,2,62,110,2,62,4,1
349,110,2,62,4,2,62,80,1
350,4,2,62,80,2,62,34,1
351,2,18,55,2,18,106,2,1
352,2,29,55,2,29,106,2,1
353,2,109,55,2,109,106,2,1
354,2,37,55,2,37,106,2,1
355,2,115,55,2,115,106,2,1
356,2,9,55,2,9,106,2,1
357,2,12,55,2,12,106,2,1
358,2,40,55,2,40,106,2,1
359,2,94,55,2,94,106,2,1
360,2,100,55,2,100,106,2,1
361,2,64,55,2,64,106,2,1
362,88,2,14,2,55,2,106,1
363,2,68,55,2,68,106,2,1
364,2,76,55,2,76,106,2,1
365,2,28,55,2,28,106,2,1
366,2,117,55,2,117,106,2,1
367,2,110,55,2,110,106,2,1
368,2,4,55,2,4,106,2,1
369,2,80,55,2,80,106,2,1
370,2,34,55,2,34,106,2,1
371,2,86,55,2,86,106,2,1
372,80,2,86,34,109,22,72,0
373,31,15,104,81,3,31,5,1
374,26,40,31,97,109,22,72,0
375,31,15,104,81,3,31,5,0
376,40,31,26,11,80,114,100,1
377,100,43,62,11,80,114,100,1
378,34,38,84,1,84,25,93,1
379,93,35,62,1,84,25,93,1
380,85,55,72,85,72,40,85,0
381,55,72,85,72,40,85,72,0
382,72,85,72,40,85,72,103,0
383,85,72,40,85,72,103,103,0
384,72,40,85,72,103,103,103,0
385,103,103,103,72,72,72,72,0
386,103,103,72,72,72,72,109,0
387,103,72,72,72,72,109,103,0
388,72,72,72,109,103,103,103,0
389,72,72,109,103,103,103,93,0
390,72,109,103,103,103,93,103,0
391,109,103,103,103,93,103,103,0
392,103,103,103,93,103,103,103,0
393,103,103,93,103,103,103,103,0
394,103,93,103,103,103,103,103,0
395,93,103,103,103,103,103,103,0
396,103,103,103,103,97,97,97,0
397,103,103,103,97,97,97,12,0
398,103,103,97,97,97,12,103,0
399,103,97,97,97,12,103,103,0
400,97,97,97,12,103,103,103,0
401,97,97,12,103,103,103,103,0
402,97,12,103,103,103,103,103,0
403,85,85,85,85,31,31,31,0
404,81,52,110,27,109,22,72,0
405,31,15,104,81,3,31,5,0
406,40,31,26,11,80,114,100,1
407,100,43,62,11,80,114,100,1
408,34,38,84,1,84,25,93,1
409,93,35,62,1,84,25,93,1
410,28,52,3,22,2,88,73,1
411,62,109,72,55,55,55,50,0
412,44,55,55,55,55,55,55,1
413,44,55,55,55,55,55,55,1
