,0,1,2,3,4,5,6,output
0,65,65,116,65,60,65,60,1
1,70,39,38,70,114,38,38,0
2,70,39,38,70,114,38,38,0
3,4,30,80,4,27,110,68,0
4,110,68,80,56,4,63,60,0
5,80,56,4,63,60,63,56,0
6,30,15,68,30,80,80,4,0
7,80,34,4,30,104,104,102,0
8,34,4,30,104,104,102,4,0
9,4,30,104,104,102,4,56,0
10,30,15,68,30,80,80,4,0
11,80,34,4,30,104,104,102,0
12,34,4,30,104,104,102,4,0
13,4,30,104,104,102,4,56,0
14,30,104,104,102,4,56,56,0
15,104,104,102,4,56,56,56,0
16,102,4,56,56,56,56,56,0
17,56,56,56,63,56,63,87,0
18,42,118,42,42,118,84,16,0
19,111,21,16,111,16,63,16,0
20,16,111,16,63,16,63,56,0
21,63,56,63,56,84,87,42,0
22,56,63,56,84,87,42,36,0
23,42,36,56,56,63,63,60,0
24,56,56,63,63,60,63,56,0
25,56,63,63,60,63,56,84,0
26,30,15,68,30,80,80,4,0
27,80,34,4,30,104,104,102,0
28,34,4,30,104,104,102,4,0
29,4,30,104,104,102,4,56,0
30,92,95,111,33,95,95,95,1
31,95,111,33,95,95,95,95,1
32,95,95,95,95,17,17,46,1
33,95,95,95,17,17,46,46,1
34,60,113,25,121,42,122,92,1
35,17,16,111,111,111,111,16,0
36,111,111,111,111,16,11,56,0
37,90,12,64,36,12,64,117,0
38,116,111,116,33,116,111,99,1
39,116,111,99,95,17,95,99,1
40,13,6,121,6,92,13,92,1
41,92,13,92,98,17,95,99,1
42,92,98,17,95,99,95,17,1
43,110,76,86,110,76,39,4,0
44,110,76,39,4,28,56,80,0
45,117,11,86,70,63,39,87,0
46,46,95,46,45,1,21,1,1
47,45,1,21,1,98,17,111,1
