,0,1,2,3,4,5,6,output
59,51,113,22,35,35,82,35,0
74,44,44,44,85,31,26,72,0
75,100,100,100,100,22,22,119,0
76,100,100,100,22,22,119,22,0
77,44,44,44,85,31,26,72,0
78,100,100,100,100,22,22,119,0
79,100,100,100,22,22,119,22,0
84,44,44,44,85,31,26,72,0
85,72,40,15,110,22,22,119,0
86,40,15,110,22,22,119,22,0
112,95,98,41,65,95,98,66,0
113,41,65,95,98,66,100,97,0
114,95,98,66,100,97,94,97,0
115,122,25,95,46,122,25,115,0
116,95,46,122,25,115,100,97,0
117,122,25,115,100,97,94,97,0
118,94,100,100,94,85,40,94,0
119,100,94,85,40,94,100,97,0
120,85,40,94,100,97,94,97,0
121,94,100,97,94,97,100,97,0
122,94,97,100,97,36,97,36,0
123,97,36,97,36,122,97,114,0
124,122,97,114,36,97,66,94,0
125,114,36,97,66,94,100,97,0
126,97,66,94,100,97,94,97,0
127,94,100,97,94,97,100,97,0
128,94,97,100,97,36,97,36,0
129,97,36,97,36,122,97,92,0
328,76,28,65,16,60,65,16,0
329,60,97,44,50,119,73,73,0
331,97,44,50,119,73,55,73,0
332,44,97,44,50,119,73,73,0
334,60,65,16,60,52,22,103,0
339,24,93,19,66,118,87,70,0
340,93,19,66,118,87,70,78,0
341,66,118,87,70,78,97,97,0
342,118,87,70,78,97,97,78,0
343,70,78,97,97,78,97,97,0
344,97,97,78,97,97,3,97,0
345,78,97,97,3,97,81,97,0
346,97,3,97,81,97,104,97,0
421,109,22,72,44,103,40,44,0
422,31,5,85,62,109,40,109,0
423,15,97,31,44,31,26,40,0
424,109,22,72,44,103,40,44,0
430,103,103,103,103,103,103,103,0
431,103,103,103,103,103,103,103,0
432,103,103,103,103,103,103,97,0
433,109,22,72,44,103,40,44,0
439,88,62,109,72,55,55,55,0
