,0,1,2,3,4,5,6,output
2,114,25,114,122,114,25,114,1
3,102,27,102,30,30,104,102,0
4,30,30,104,102,104,4,30,0
5,30,80,4,27,110,68,80,0
6,4,63,60,63,56,84,56,1
7,56,84,87,42,15,68,30,0
8,102,34,102,15,68,30,80,0
9,52,27,30,15,68,30,80,0
10,30,80,80,4,80,56,34,0
11,4,80,56,34,117,4,80,0
12,4,80,34,4,30,104,104,0
13,56,56,56,30,15,68,30,0
14,102,34,102,15,68,30,80,0
15,52,27,30,15,68,30,80,0
16,30,80,80,4,80,56,34,0
17,4,80,56,34,117,4,80,0
18,4,80,34,4,30,104,104,0
19,56,56,56,56,56,63,56,1
20,56,56,63,56,63,87,84,1
21,63,56,63,87,84,56,87,1
22,16,63,16,63,56,63,56,1
23,116,60,63,84,15,68,30,0
24,102,34,102,15,68,30,80,0
25,52,27,30,15,68,30,80,0
26,30,80,80,4,80,56,34,0
27,4,80,56,34,117,4,80,0
28,4,80,34,4,30,104,104,0
29,38,28,68,52,49,10,15,1
30,87,28,15,10,49,10,15,1
31,70,68,15,81,49,10,15,1
32,38,28,68,52,49,10,15,1
33,87,28,15,10,49,10,15,1
34,70,68,15,81,49,10,15,1
35,12,64,117,80,56,80,117,1
39,0,119,110,76,86,110,76,0
40,56,34,117,11,86,70,63,1
43,122,13,122,74,122,1,46,1
44,74,122,1,46,1,87,1,1
45,87,122,114,122,114,118,114,1
46,122,114,118,114,122,87,46,1
50,122,13,122,74,122,1,46,1
51,74,122,1,46,1,87,1,1
52,87,122,114,122,114,118,114,1
53,122,114,118,114,122,87,46,1
54,3,86,86,86,86,86,39,1
55,3,26,26,24,93,19,66,1
56,27,97,86,86,86,86,39,1
57,3,26,26,24,93,19,66,1
58,2,47,117,2,47,110,2,0
59,2,8,117,2,8,110,2,0
60,2,88,117,2,88,110,2,0
61,2,14,117,2,14,110,2,0
62,2,55,117,2,55,110,2,0
63,2,106,117,2,106,110,2,0
64,2,62,117,2,62,110,2,0
65,2,18,117,2,18,110,2,0
66,2,29,117,2,29,110,2,0
67,2,109,117,2,109,110,2,0
68,2,37,117,2,37,110,2,0
69,2,115,117,2,115,110,2,0
70,2,9,117,2,9,110,2,0
71,2,12,117,2,12,110,2,0
72,2,40,117,2,40,110,2,0
73,2,94,117,2,94,110,2,0
74,2,100,117,2,100,110,2,0
75,2,64,117,2,64,110,2,0
76,76,2,28,2,117,2,110,0
77,2,68,117,2,68,110,2,0
78,2,76,117,2,76,110,2,0
79,2,28,117,2,28,110,2,0
80,2,117,28,2,117,110,2,0
81,2,110,28,2,110,117,2,0
82,80,2,110,34,2,110,86,0
83,34,2,110,86,2,4,47,0
84,86,2,4,47,2,4,8,0
85,47,2,4,8,2,4,88,0
86,8,2,4,88,2,4,14,0
87,88,2,4,14,2,4,55,0
88,14,2,4,55,2,4,106,0
89,55,2,4,106,2,4,62,0
90,106,2,4,62,2,4,18,0
91,62,2,4,18,2,4,29,0
92,18,2,4,29,2,4,109,0
93,29,2,4,109,2,4,37,0
94,109,2,4,37,2,4,115,0
95,37,2,4,115,2,4,9,0
96,115,2,4,9,2,4,12,0
97,9,2,4,12,2,4,40,0
98,12,2,4,40,2,4,94,0
99,40,2,4,94,2,4,100,0
100,94,2,4,100,2,4,64,0
101,4,100,2,4,64,2,4,0
102,4,64,2,4,2,4,68,0
103,4,2,4,68,2,4,76,0
104,68,2,4,76,2,4,28,0
105,76,2,4,28,2,4,117,0
106,28,2,4,117,2,4,110,0
107,117,2,4,110,2,4,80,0
108,110,2,4,80,2,4,34,0
109,2,80,117,2,80,110,2,0
110,2,34,117,2,34,110,2,0
111,2,86,117,2,86,110,2,0
