,0,1,2,3,4,5,6,output
0,25,25,96,82,25,25,25,0
1,22,35,35,35,43,35,29,0
2,112,32,112,82,112,14,32,0
3,22,35,35,82,35,96,51,0
4,73,73,73,0,0,0,0,0
5,73,73,0,0,0,0,0,0
6,73,0,0,0,0,0,22,0
7,0,0,0,0,0,22,22,0
8,0,0,0,0,22,22,22,0
9,0,0,0,22,22,22,22,0
10,0,0,22,22,22,22,22,0
11,0,22,22,22,22,22,22,0
12,22,22,22,22,22,22,22,0
13,22,22,22,22,22,22,22,0
14,22,22,22,22,22,22,22,0
15,22,22,22,22,22,22,22,0
16,22,22,22,22,8,73,106,0
17,22,22,22,8,73,106,62,0
18,22,22,8,73,106,62,22,0
19,22,8,73,106,62,22,22,0
20,8,73,106,62,22,22,22,0
21,73,106,62,22,22,22,22,0
22,35,35,29,62,106,62,29,0
23,35,29,62,106,62,29,35,0
24,29,62,106,62,29,35,22,0
25,62,106,62,29,35,22,22,0
26,106,62,29,35,22,22,22,0
27,62,29,35,22,22,22,22,0
28,29,35,22,22,22,22,22,0
29,35,22,22,22,22,22,22,0
30,22,22,22,22,22,22,22,0
31,22,22,22,22,22,22,22,0
32,22,22,22,22,22,22,22,0
33,22,22,22,22,22,22,22,0
34,22,22,22,22,8,73,106,0
35,22,22,22,8,73,106,62,0
36,22,22,8,73,106,62,22,0
37,22,8,73,106,62,22,22,0
38,8,73,106,62,22,22,22,0
39,73,106,62,22,22,22,22,0
40,35,29,9,115,29,18,115,0
41,29,9,115,29,18,115,37,0
42,9,115,29,18,115,37,22,0
43,115,29,18,115,37,22,22,0
44,29,18,115,37,22,22,22,0
45,18,115,37,22,22,22,22,0
46,115,37,22,22,22,22,22,0
47,37,22,22,22,22,22,22,0
48,22,22,22,22,22,22,22,0
49,22,22,22,22,22,22,22,0
50,22,22,22,22,22,22,22,0
51,22,22,22,22,22,22,22,0
52,22,22,22,22,8,73,106,0
53,22,22,22,8,73,106,62,0
54,22,22,8,73,106,62,22,0
55,22,8,73,106,62,22,22,0
56,8,73,106,62,22,22,22,0
57,73,106,62,22,22,22,22,0
58,35,35,29,62,106,62,29,0
59,35,29,62,106,62,29,35,0
60,29,62,106,62,29,35,22,0
61,62,106,62,29,35,22,22,0
62,106,62,29,35,22,22,22,0
63,62,29,35,22,22,22,22,0
64,29,35,22,22,22,22,22,0
65,35,22,22,22,22,22,22,0
66,22,22,22,22,22,22,22,0
67,22,22,22,22,22,22,22,0
68,22,22,22,22,22,22,22,0
69,22,22,22,22,22,22,22,0
70,22,22,22,22,22,22,22,0
71,22,22,22,22,8,73,106,0
72,22,22,22,8,73,106,62,0
73,22,22,8,73,106,62,22,0
74,22,8,73,106,62,22,22,0
75,8,73,106,62,22,22,22,0
76,73,106,62,22,22,22,22,0
77,5,50,2,58,58,103,5,0
78,50,2,58,58,103,5,50,0
79,2,58,58,103,5,50,22,0
80,58,58,103,5,50,22,22,0
81,58,103,5,50,22,22,22,0
82,103,5,50,22,22,22,22,0
83,5,50,22,22,22,22,22,0
84,50,22,22,22,22,22,22,0
85,22,22,22,22,22,22,22,0
86,22,22,22,22,22,22,22,0
87,22,22,22,22,22,22,22,0
88,22,22,22,22,22,22,22,0
89,22,22,22,22,22,22,22,0
90,22,22,22,22,22,22,22,0
91,22,22,22,22,22,22,22,0
92,22,22,22,22,22,22,22,0
93,22,22,22,22,22,22,22,0
94,22,22,22,22,22,22,22,0
95,22,22,22,22,22,22,22,0
96,35,35,29,62,106,62,29,0
97,35,29,62,106,62,29,35,0
98,29,62,106,62,29,35,22,0
99,62,106,62,29,35,22,22,0
100,106,62,29,35,22,22,22,0
101,62,29,35,22,22,22,22,0
102,29,35,22,22,22,22,22,0
103,35,22,22,22,22,22,22,0
104,22,22,22,22,22,22,22,0
105,22,22,22,22,22,22,22,0
106,22,22,22,22,22,22,22,0
