,0,1,2,3,4,5,6,output
0,43,31,47,47,105,47,120,2
1,140,51,89,140,83,70,70,0
2,130,13,104,104,104,70,70,0
3,130,13,104,104,104,70,70,0
4,130,13,104,104,104,70,70,0
5,35,42,85,85,73,73,73,0
6,73,73,73,128,73,73,73,0
7,35,42,85,85,73,73,73,0
8,73,73,73,128,73,73,73,0
9,73,73,73,73,128,70,70,0
10,130,13,104,104,104,70,70,0
11,66,21,133,73,130,133,41,0
12,133,73,130,133,41,130,128,0
13,41,130,128,36,128,41,41,0
14,110,55,21,85,41,103,6,0
15,21,85,41,103,6,41,128,0
16,41,103,6,41,128,45,128,0
17,143,6,103,45,6,41,130,0
18,72,41,21,85,41,103,6,0
19,21,85,41,103,6,41,128,0
20,41,103,6,41,128,45,128,0
21,143,6,103,45,6,41,130,0
22,80,107,21,85,41,103,6,0
23,21,85,41,103,6,41,128,0
24,41,103,6,41,128,45,128,0
25,143,6,103,45,6,41,130,0
26,21,39,110,39,21,14,63,0
27,39,21,14,63,14,128,21,0
28,128,21,99,128,14,63,101,0
29,14,63,101,5,128,21,143,0
30,128,21,143,21,128,5,101,0
31,128,5,101,5,128,21,143,0
32,21,143,21,128,5,101,143,0
33,5,101,143,21,128,101,143,0
34,21,128,101,143,21,128,101,0
35,128,101,21,128,5,35,39,0
36,5,35,39,21,128,35,39,0
37,21,128,35,39,21,128,35,0
38,21,39,110,39,21,14,63,0
39,39,21,14,63,14,128,21,0
40,128,21,99,128,14,63,101,0
41,14,63,101,5,128,21,143,0
42,128,21,143,21,128,5,101,0
43,128,5,101,5,128,21,143,0
44,21,143,21,128,5,101,143,0
45,5,101,143,21,128,101,143,0
46,21,128,101,143,21,128,101,0
47,128,101,21,128,5,35,39,0
48,5,35,39,21,128,35,39,0
49,21,128,35,39,21,128,35,0
50,59,23,23,119,119,143,77,2
51,72,51,51,143,48,143,48,1
52,51,143,48,143,48,83,81,1
53,48,143,48,83,81,83,81,1
54,83,81,18,81,18,13,48,1
55,18,13,114,114,120,76,120,2
56,120,76,120,34,139,34,114,1
57,34,139,34,114,18,81,48,1
58,48,18,81,143,103,72,103,1
59,117,117,18,141,140,47,48,1
60,105,62,56,120,127,26,78,2
61,141,21,126,141,21,126,108,0
62,141,21,126,108,93,128,108,0
63,108,93,128,108,93,128,108,0
64,14,66,66,14,93,135,93,0
65,89,52,5,21,126,136,108,0
66,108,63,93,66,64,93,108,0
67,21,136,41,21,45,39,99,0
68,21,118,136,21,118,70,53,0
69,21,118,70,53,49,128,53,0
70,53,49,128,53,41,128,53,0
71,53,41,128,53,41,128,53,0
72,53,41,128,53,41,128,53,0
73,130,21,108,130,21,64,42,0
74,130,21,64,42,93,128,42,0
75,42,93,128,42,36,128,42,0
76,128,42,36,128,42,36,128,0
77,4,61,118,4,61,126,4,1
78,4,12,118,4,12,126,4,1
79,4,111,118,4,111,126,4,1
80,4,20,118,4,20,126,4,1
81,4,71,118,4,71,126,4,1
82,4,132,118,4,132,126,4,1
83,4,79,118,4,79,126,4,1
84,4,24,118,4,24,126,4,1
85,4,40,118,4,40,126,4,1
86,4,135,118,4,135,126,4,1
87,4,49,118,4,49,126,4,1
88,4,141,118,4,141,126,4,1
89,4,13,118,4,13,126,4,1
90,4,18,118,4,18,126,4,1
91,4,53,118,4,53,126,4,1
92,4,118,53,4,118,126,4,1
93,4,126,53,4,126,118,4,1
94,103,4,126,45,4,126,109,1
95,45,4,126,109,4,81,61,1
96,109,4,81,61,4,81,12,1
97,61,4,81,12,4,81,111,1
98,12,4,81,111,4,81,20,1
99,111,4,81,20,4,81,71,1
100,20,4,81,71,4,81,132,1
101,71,4,81,132,4,81,79,1
102,132,4,81,79,4,81,24,1
103,79,4,81,24,4,81,40,1
104,24,4,81,40,4,81,135,1
105,40,4,81,135,4,81,49,1
106,135,4,81,49,4,81,141,1
107,49,4,81,141,4,81,13,1
108,141,4,81,13,4,81,18,1
109,13,4,81,18,4,81,53,1
110,18,4,81,53,4,81,118,1
111,53,4,81,118,4,81,126,1
112,81,118,4,81,126,4,81,1
113,81,126,4,81,4,81,85,1
114,81,4,81,85,4,81,99,1
115,85,4,81,99,4,81,39,1
116,99,4,81,39,4,81,143,1
117,39,4,81,143,4,81,136,1
118,143,4,81,136,4,81,6,1
119,136,4,81,6,4,81,103,1
120,6,4,81,103,4,81,45,1
121,18,4,53,4,118,4,126,1
122,4,85,118,4,85,126,4,1
123,4,99,118,4,99,126,4,1
124,4,39,118,4,39,126,4,1
