,0,1,2,3,4,5,6,output
0,139,31,47,47,105,47,56,0
1,129,70,64,106,106,94,94,0
2,70,64,106,106,94,94,94,0
3,64,106,106,94,94,94,1,0
4,106,106,94,94,94,1,1,0
5,129,70,64,106,106,94,94,0
6,70,64,106,106,94,94,94,0
7,64,106,106,94,94,94,1,0
8,106,106,94,94,94,1,1,0
9,106,94,94,94,1,1,1,0
10,31,31,31,31,31,31,31,0
11,31,31,31,31,31,31,31,0
12,31,31,31,31,31,31,1,0
13,31,31,31,31,31,1,1,0
14,31,31,31,31,1,1,1,0
15,31,31,31,1,1,1,1,0
16,31,31,1,1,1,1,1,0
17,31,1,1,1,1,1,1,0
18,1,1,1,1,1,1,1,0
19,1,1,1,1,1,1,1,0
20,31,31,31,31,31,31,31,0
21,31,31,31,31,31,31,31,0
22,31,31,31,31,31,31,1,0
23,31,31,31,31,31,1,1,0
24,31,31,31,31,1,1,1,0
25,31,31,31,1,1,1,1,0
26,31,31,1,1,1,1,1,0
27,31,1,1,1,1,1,1,0
28,1,1,1,1,1,1,1,0
29,1,1,1,1,1,1,1,0
30,1,1,1,1,1,1,1,0
31,1,1,1,1,1,1,1,0
32,1,1,1,1,1,1,1,0
33,1,1,1,1,1,1,1,0
34,1,1,1,1,1,1,1,0
35,1,1,1,1,1,1,1,0
36,1,1,1,1,1,1,1,0
37,1,1,1,1,1,1,1,0
38,1,1,1,1,1,1,1,0
39,1,1,1,1,1,1,1,0
40,1,1,1,1,1,1,1,0
41,1,1,1,1,1,1,1,0
42,1,1,1,1,1,1,1,0
43,1,1,1,1,1,1,1,0
44,1,1,1,1,1,1,1,0
45,1,1,1,1,1,1,1,0
46,1,1,1,1,1,1,1,0
47,1,1,1,1,1,1,1,0
48,31,31,31,31,31,31,31,0
49,31,31,31,31,31,31,31,0
50,31,31,31,31,31,31,1,0
51,31,31,31,31,31,1,1,0
52,31,31,31,31,1,1,1,0
53,31,31,31,1,1,1,1,0
54,31,31,1,1,1,1,1,0
55,31,1,1,1,1,1,1,0
56,1,1,1,1,1,1,1,0
57,1,1,1,1,1,1,1,0
58,31,31,31,31,31,31,31,0
59,31,31,31,31,31,31,31,0
60,31,31,31,31,31,31,1,0
61,31,31,31,31,31,1,1,0
62,31,31,31,31,1,1,1,0
63,31,31,31,1,1,1,1,0
64,31,31,1,1,1,1,1,0
65,31,1,1,1,1,1,1,0
66,1,1,1,1,1,1,1,0
67,1,1,1,1,1,1,1,0
68,1,1,1,1,1,1,1,0
69,1,1,1,1,1,1,1,0
70,1,1,1,1,1,1,1,0
71,1,1,1,1,1,1,1,0
72,1,1,1,1,1,1,1,0
73,1,1,1,1,1,1,1,0
74,1,1,1,1,1,1,1,0
75,1,1,1,1,1,1,1,0
76,1,1,1,1,1,1,1,0
77,1,1,1,1,1,1,1,0
78,1,1,1,1,1,1,1,0
79,1,1,1,1,1,1,1,0
80,1,1,1,1,1,1,1,0
81,1,1,1,1,1,1,1,0
82,1,1,1,1,1,1,1,0
83,1,1,1,1,1,1,1,0
84,1,1,1,1,1,1,1,0
85,1,1,1,1,1,1,1,0
86,31,31,31,31,31,31,31,0
87,31,31,31,31,31,31,31,0
88,31,31,31,31,31,31,1,0
89,31,31,31,31,31,1,1,0
90,31,31,31,31,1,1,1,0
91,31,31,31,1,1,1,1,0
92,31,31,1,1,1,1,1,0
93,31,1,1,1,1,1,1,0
94,1,1,1,1,1,1,1,0
95,1,1,1,1,1,1,1,0
96,31,31,31,31,31,31,31,0
97,31,31,31,31,31,31,31,0
98,31,31,31,31,31,31,1,0
99,31,31,31,31,31,1,1,0
100,31,31,31,31,1,1,1,0
101,31,31,31,1,1,1,1,0
102,31,31,1,1,1,1,1,0
103,31,1,1,1,1,1,1,0
104,1,1,1,1,1,1,1,0
105,1,1,1,1,1,1,1,0
106,1,1,1,1,1,1,1,0
107,1,1,1,1,1,1,1,0
108,1,1,1,1,1,1,1,0
109,1,1,1,1,1,1,1,0
110,1,1,1,1,1,1,1,0
111,1,1,1,1,1,1,1,0
112,1,1,1,1,1,1,1,0
113,1,1,1,1,1,1,1,0
114,1,1,1,1,1,1,1,0
115,1,1,1,1,1,1,1,0
116,1,1,1,1,1,1,1,0
117,1,1,1,1,1,1,1,0
118,1,1,1,1,1,1,1,0
119,1,1,1,1,1,1,1,0
120,1,1,1,1,1,1,1,0
121,1,1,1,1,1,1,1,0
122,1,1,1,1,1,1,1,0
