,0,1,2,3,4,5,6,output
0,82,77,119,23,2,116,19,2
1,89,140,51,89,140,83,70,0
2,130,130,13,104,104,104,70,0
3,130,130,13,104,104,104,70,0
4,130,130,13,104,104,104,70,0
5,128,73,73,73,73,128,70,0
6,130,130,13,104,104,104,70,0
7,136,130,66,21,133,73,130,0
8,73,130,133,41,130,128,36,0
9,130,133,41,130,128,36,128,0
10,36,128,41,41,130,128,130,0
11,80,77,80,72,107,72,107,2
12,72,107,72,107,110,55,21,0
13,107,110,55,21,85,41,103,0
14,41,128,45,128,45,128,21,0
15,45,128,45,128,21,85,41,0
16,41,103,41,6,130,53,66,0
17,6,130,53,66,36,41,21,0
18,85,41,103,103,6,103,72,1
19,103,72,45,143,6,103,45,0
20,41,130,130,128,6,72,72,0
21,128,6,72,72,72,41,21,0
22,72,72,41,21,85,41,103,0
23,41,128,45,128,45,128,21,0
24,45,128,45,128,21,85,41,0
25,41,103,41,6,130,53,66,0
26,6,130,53,66,36,41,21,0
27,85,41,103,103,6,103,72,1
28,103,72,45,143,6,103,45,0
29,72,80,110,107,72,110,107,2
30,110,107,72,110,107,110,55,2
31,107,72,110,107,110,55,144,2
32,80,22,80,72,80,72,107,2
33,80,137,142,77,80,107,21,0
34,77,80,107,21,85,41,103,0
35,41,128,45,128,45,128,21,0
36,45,128,45,128,21,85,41,0
37,41,103,41,6,130,53,66,0
38,6,130,53,66,36,41,21,0
39,85,41,103,103,6,103,72,1
40,103,72,45,143,6,103,45,0
41,41,130,130,128,6,72,72,0
42,99,128,14,63,101,5,128,1
43,143,21,128,5,101,5,128,1
44,5,128,21,143,21,128,5,1
45,21,128,5,101,143,21,128,1
46,99,128,14,63,101,5,128,1
47,143,21,128,5,101,5,128,1
48,5,128,21,143,21,128,5,1
49,21,128,5,101,143,21,128,1
50,12,111,12,111,131,79,40,3
51,23,23,59,59,23,23,119,1
52,119,119,143,77,77,139,34,2
53,137,22,16,72,16,72,51,1
54,16,72,16,72,51,51,143,1
55,139,34,114,18,81,48,18,1
56,81,48,18,81,143,103,72,1
57,81,143,103,72,103,143,81,2
58,23,122,116,19,116,122,116,3
59,116,19,116,122,116,19,8,3
60,109,136,99,52,6,39,72,1
61,52,6,39,72,103,143,72,1
62,148,147,34,147,148,147,34,2
63,34,147,148,147,34,147,55,2
64,148,147,34,147,55,148,55,2
65,34,147,55,148,55,148,55,2
66,147,55,148,55,148,55,148,2
67,120,127,26,78,34,139,34,2
68,129,64,101,129,5,101,73,0
69,136,5,53,136,5,53,5,0
70,136,5,53,5,108,41,5,0
71,5,108,41,5,108,41,5,0
72,5,108,41,5,108,41,5,0
73,101,129,104,5,31,129,5,0
74,101,129,104,5,31,129,5,0
75,128,108,93,128,108,93,128,0
76,21,128,108,130,31,108,21,0
77,5,53,73,5,73,136,66,0
78,53,73,5,73,136,66,108,0
79,136,21,118,70,53,49,128,0
80,70,53,49,128,53,41,128,0
81,128,53,41,128,53,41,128,0
82,128,53,41,128,53,41,128,0
83,93,5,101,73,5,103,99,1
84,4,61,99,4,61,39,4,1
85,4,12,99,4,12,39,4,1
86,4,111,99,4,111,39,4,1
87,4,20,99,4,20,39,4,1
88,4,71,99,4,71,39,4,1
89,4,132,99,4,132,39,4,1
90,4,79,99,4,79,39,4,1
91,4,24,99,4,24,39,4,1
92,4,40,99,4,40,39,4,1
93,4,135,99,4,135,39,4,1
94,4,49,99,4,49,39,4,1
95,4,141,99,4,141,39,4,1
96,4,13,99,4,13,39,4,1
97,4,18,99,4,18,39,4,1
98,4,53,99,4,53,39,4,1
99,4,118,99,4,118,39,4,1
100,4,126,99,4,126,39,4,1
101,4,81,99,4,81,39,4,1
102,81,4,85,4,99,4,39,1
103,4,85,99,4,85,39,4,1
104,4,99,85,4,99,39,4,1
105,4,39,85,4,39,99,4,1
106,103,4,39,45,4,39,109,1
107,45,4,39,109,4,143,61,1
108,109,4,143,61,4,143,12,1
109,61,4,143,12,4,143,111,1
110,12,4,143,111,4,143,20,1
111,111,4,143,20,4,143,71,1
112,20,4,143,71,4,143,132,1
113,71,4,143,132,4,143,79,1
114,132,4,143,79,4,143,24,1
115,79,4,143,24,4,143,40,1
116,24,4,143,40,4,143,135,1
117,40,4,143,135,4,143,49,1
118,135,4,143,49,4,143,141,1
119,49,4,143,141,4,143,13,1
120,141,4,143,13,4,143,18,1
121,13,4,143,18,4,143,53,1
122,18,4,143,53,4,143,118,1
123,53,4,143,118,4,143,126,1
124,118,4,143,126,4,143,81,1
125,143,126,4,143,81,4,143,1
126,143,81,4,143,4,143,85,1
127,143,4,143,85,4,143,99,1
128,85,4,143,99,4,143,39,1
129,99,4,143,39,4,143,136,1
130,39,4,143,136,4,143,6,1
131,136,4,143,6,4,143,103,1
132,6,4,143,103,4,143,45,1
133,4,136,99,4,136,39,4,1
134,4,6,99,4,6,39,4,1
135,4,103,99,4,103,39,4,1
136,4,45,99,4,45,39,4,1
137,4,109,99,4,109,39,4,1
138,57,57,63,57,57,57,35,1
139,57,63,57,57,57,35,89,1
140,57,57,35,89,143,143,85,1
141,57,35,89,143,143,85,21,1
142,89,143,143,85,21,143,143,1
143,143,143,85,21,143,143,89,1
144,85,21,143,143,89,143,143,1
145,5,136,136,136,14,130,22,0
146,136,14,130,22,16,41,16,0
147,82,16,136,39,103,73,22,0
148,73,22,16,41,16,16,22,0
149,72,22,16,137,22,16,62,3
150,8,122,23,137,44,137,23,3
151,44,137,23,122,8,92,62,3
152,8,122,23,137,44,137,23,3
153,137,23,122,8,92,138,120,2
154,120,34,55,51,16,137,16,2
155,16,51,55,34,120,138,120,2
156,120,34,55,51,16,137,16,2
157,59,148,147,127,20,114,26,1
158,20,114,26,48,143,109,16,1
159,143,48,26,114,20,114,26,1
160,20,114,26,48,143,109,16,1
161,16,51,148,34,120,43,56,2
162,56,139,55,51,72,22,72,2
163,22,59,116,147,127,138,120,2
164,120,34,55,51,16,137,16,2
165,16,51,55,34,120,138,120,2
166,120,34,55,51,16,137,16,2
167,137,16,51,55,34,120,62,3
168,116,147,127,105,127,138,120,2
169,108,108,108,108,108,108,108,2
170,108,108,108,51,55,89,83,1
171,51,55,89,83,118,143,99,1
172,55,89,83,118,143,99,89,1
173,143,99,89,143,143,99,21,2
174,143,99,21,51,55,89,83,1
175,51,55,89,83,118,143,99,1
176,55,89,83,118,143,99,89,1
177,110,45,45,110,45,39,45,1
178,117,13,47,13,47,81,117,1
179,66,42,57,121,70,49,118,0
180,66,42,57,121,70,49,118,0
181,129,42,66,57,129,42,5,0
182,103,109,5,130,73,73,73,0
183,136,103,109,5,130,73,73,0
184,5,5,5,5,5,93,31,1
185,101,101,101,101,42,42,42,0
186,72,16,36,136,109,16,22,0
187,36,41,136,109,16,72,109,0
188,72,16,36,136,109,16,22,0
189,22,137,22,137,16,72,109,0
190,70,21,128,79,21,99,49,0
191,70,21,128,79,21,99,49,0
192,51,59,51,72,89,51,89,1
193,51,72,89,51,89,109,143,1
194,51,59,51,72,89,51,89,1
195,51,72,89,51,89,109,143,1
196,26,139,100,100,147,147,147,3
197,139,100,100,147,147,147,147,3
198,100,100,147,147,147,147,8,3
199,100,147,147,147,147,8,8,3
200,135,100,135,135,43,100,147,3
201,122,28,58,86,116,67,19,3
202,84,84,84,84,84,133,36,0
203,119,23,2,59,107,51,110,1
204,84,84,84,84,84,133,36,0
205,84,84,84,145,145,145,145,0
206,145,145,145,31,41,36,73,0
207,36,73,36,41,14,73,73,0
208,41,14,73,73,36,41,14,0
209,73,36,41,14,73,41,36,0
210,36,41,14,73,41,36,73,0
211,41,14,73,41,36,73,41,0
212,73,41,36,73,41,41,41,0
213,36,73,41,41,41,36,41,0
214,41,41,36,41,136,41,36,0
215,41,36,41,136,41,36,73,0
216,36,41,136,41,36,73,41,0
217,41,136,41,36,73,41,41,0
218,36,73,41,41,41,41,73,0
219,41,41,41,73,136,41,36,0
220,41,41,73,136,41,36,73,0
221,36,73,41,41,73,73,36,0
